n02268443	dragonfly	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: darner dragonfly, emerald dragonfly, adult dragonfly, zone dragonfly, skimmer dragonfly, hawker dragonfly	[lemma] *: dragonfly in, dragonfly nymph, dragonfly or, dragonfly &#39;s, dragonfly larva, dragonfly and, dragonfly larvae, dragonfly is, dragonfly with, dragonfly nymphs	[lemma] in the *: 	* [lemma]: A dragonfly, the dragonfly, blue dragonfly, The dragonfly, a dragonfly, in dragonfly, large dragonfly, of dragonfly, adult dragonfly, and dragonfly	*_ADJ [lemma]: blue dragonfly, giant dragonfly, red dragonfly, small dragonfly, male dragonfly, large dragonfly, green dragonfly, adult dragonfly, winged dragonfly, young dragonfly
n03014705	chest	[lemma] is *_VERB: chest is flattened, chest is contracted, chest is diminished, chest is covered, chest is opened, chest is enlarged, chest is expanded, chest is increased	[lemma] was *_VERB: chest was opened, chest was covered, chest was taken, chest was exhausted, chest was heaving	*_NOUN [lemma]: iron chest, community chest, oak chest, medicine chest, treasure chest, tool chest, steam chest, valve chest, ice chest, war chest	[lemma] *: chest and, chest wall, chest was, chest is, chest with, chest of, chest pain, chest in, chest to, chest or	[lemma] in the *: chest in the house, chest in the custody, chest in the church, chest in the attic, chest in the vestry, chest in the region, chest in the hall	* [lemma]: a chest, The chest, and chest, the chest, &#39;s chest, of chest, her chest, military chest, my chest, his chest	*_ADJ [lemma]: large chest, left chest, whole chest, small chest, upper chest, military chest, wooden chest, broad chest, deep chest, old chest
n04557648	water bottle	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: gourd water bottle, canvas water bottle, rubber water bottle, tin water bottle, mineral water bottle, Nansen water bottle, soda water bottle, glass water bottle, basketry water bottle, wicker water bottle	[lemma] *: water bottle for, water bottle on, water bottle and, water bottle is, water bottle was, water bottle with, water bottle or, water bottle to, water bottle at, water bottle in	[lemma] in the *: water bottle in the bottom, water bottle in the bed	* [lemma]: a water bottle, The water bottle, the water bottle, hot water bottle, my water bottle, Hot water bottle, and water bottle, soda water bottle, or water bottle, his water bottle	*_ADJ [lemma]: empty water bottle, Hot water bottle, hot water bottle, small water bottle, warm water bottle, leather water bottle, plastic water bottle, large water bottle, own water bottle, full water bottle
n02101556	clumber	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: clumber spaniel, clumber spaniels	[lemma] in the *: 	* [lemma]: the clumber, a clumber	*_ADJ [lemma]: 
n02101556	clumber spaniel	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: 	[lemma] in the *: 	* [lemma]: the clumber spaniel	*_ADJ [lemma]: 
n03787032	mortarboard	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: graduation mortarboard	[lemma] *: mortarboard on, mortarboard hats, mortarboard to, mortarboard of, mortarboard hat, mortarboard is, mortarboard cap, mortarboard caps, mortarboard and, mortarboard with	[lemma] in the *: 	* [lemma]: a mortarboard, black mortarboard, her mortarboard, or mortarboard, the mortarboard, &#39;s mortarboard, in mortarboard, The mortarboard, his mortarboard, and mortarboard	*_ADJ [lemma]: black mortarboard, tasseled mortarboard, academic mortarboard
n03544143	hourglass	[lemma] is *_VERB: hourglass is running, hourglass is turned	[lemma] was *_VERB: hourglass was running, hourglass was turned	*_NOUN [lemma]: sand hourglass	[lemma] *: hourglass contraction, hourglass stomach, hourglass figure, hourglass was, hourglass in, hourglass of, hourglass is, hourglass and, hourglass on, hourglass shape	[lemma] in the *: 	* [lemma]: the hourglass, The hourglass, &#39;s hourglass, with hourglass, an hourglass, and hourglass, or hourglass, An hourglass, his hourglass, of hourglass	*_ADJ [lemma]: eternal hourglass, small hourglass, red hourglass, minute hourglass, great hourglass, winged hourglass, less hourglass, large hourglass, little hourglass, broken hourglass
n09288635	geyser	[lemma] is *_VERB: geyser is girt	[lemma] was *_VERB: 	*_NOUN [lemma]: bathroom geyser, water geyser, gift geyser, model geyser, Iceland geyser, fountain geyser, term geyser, word geyser, gas geyser, mud geyser	[lemma] *: geyser basins, geyser and, geyser tube, geyser basin, geyser regions, geyser of, geyser region, geyser in, geyser action, geyser is	[lemma] in the *: geyser in the bathroom, geyser in the Park, geyser in the Yellowstone, geyser in the woods, geyser in the mouth, geyser in the park	* [lemma]: A geyser, great geyser, The geyser, Faithful geyser, a geyser, the geyser, of geyser, This geyser, this geyser, and geyser	*_ADJ [lemma]: old geyser, great geyser, Faithful geyser, intermittent geyser, famous geyser, extinct geyser, little geyser, small geyser, largest geyser, Icelandic geyser
n01582220	magpie	[lemma] is *_VERB: magpie is regarded	[lemma] was *_VERB: magpie was perched, magpie was standing, magpie was said	*_NOUN [lemma]: baby magpie	[lemma] *: magpie was, magpie &#39;s, magpie has, magpie or, magpie to, magpie in, magpie had, magpie is, magpie and, magpie of	[lemma] in the *: magpie in the street, magpie in the sky	* [lemma]: of magpie, tame magpie, A magpie, a magpie, the magpie, old magpie, or magpie, and magpie, The magpie, one magpie	*_ADJ [lemma]: single magpie, own magpie, Australian magpie, common magpie, old magpie, young magpie, little magpie, tame magpie, American magpie, English magpie
n01592084	chickadee	[lemma] is *_VERB: 	[lemma] was *_VERB: chickadee was calling	*_NOUN [lemma]: Carolina chickadee, Mountain chickadee, mountain chickadee	[lemma] *: chickadee and, chickadee is, chickadee &#39;s, chickadee has, chickadee or, chickadee _, chickadee was, chickadee with, chickadee in, chickadee to	[lemma] in the *: 	* [lemma]: backed chickadee, a chickadee, little chickadee, Carolina chickadee, the chickadee, The chickadee, capped chickadee, mountain chickadee, A chickadee, and chickadee	*_ADJ [lemma]: familiar chickadee, backed chickadee, boreal chickadee, capped chickadee, blackcapped chickadee, tailed chickadee, single chickadee, common chickadee, Hudsonian chickadee, little chickadee
n02787622	banjo	[lemma] is *_VERB: banjo is played, banjo is tuned	[lemma] was *_VERB: banjo was introduced, banjo was played, banjo was invented, banjo was lying	*_NOUN [lemma]: gourd banjo, tenor banjo, box banjo, mountain banjo, negro banjo, string banjo, plectrum banjo, minstrel banjo, Willard banjo, bluegrass banjo	[lemma] *: banjo player, banjo and, banjo on, banjo to, banjo is, banjo was, banjo in, banjo with, banjo or, banjo clock	[lemma] in the *: 	* [lemma]: or banjo, of banjo, a banjo, &#39;s banjo, string banjo, and banjo, the banjo, his banjo, my banjo, The banjo	*_ADJ [lemma]: new banjo, first banjo, old banjo, little banjo, good banjo, stringed banjo, black banjo, American banjo, own banjo, de banjo
n02834397	bib	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: paper bib, rubber bib, Sunday bib, cloth bib, hose bib, lace bib, baby bib, apron bib, linen bib	[lemma] *: bib to, bib was, bib or, bib on, bib under, bib overalls, bib and, bib of, bib apron, bib is	[lemma] in the *: 	* [lemma]: and bib, _ bib, his bib, white bib, the bib, &#39;s bib, in bib, best bib, of bib, a bib	*_ADJ [lemma]: black bib, sackcloth bib, new bib, white bib, laced bib, little bib, large bib, best bib, blue bib, clean bib
n02011460	bittern	[lemma] is *_VERB: 	[lemma] was *_VERB: bittern was shot, bittern was heard	*_NOUN [lemma]: tiger bittern, Sun bittern, sun bittern	[lemma] *: bittern of, bittern is, bittern and, bittern from, bittern &#39;s, bittern shall, bittern was, bittern or, bittern guards, bittern in	[lemma] in the *: bittern in the distance	* [lemma]: a bittern, The bittern, the bittern, of bittern, or bittern, and bittern, least bittern, little bittern, American bittern, sounding bittern	*_ADJ [lemma]: common bittern, solitary bittern, brown bittern, least bittern, great bittern, green bittern, hoarse bittern, little bittern, American bittern, sounding bittern
n03141823	crutch	[lemma] is *_VERB: crutch is floating, crutch is advanced, crutch is moved, crutch is gone, crutch is removed	[lemma] was *_VERB: crutch was propped, crutch was heard, crutch was lying	*_NOUN [lemma]: aluminum crutch, ivory crutch, forearm crutch, ebony crutch, iron crutch, boom crutch, mother crutch, rubber crutch, translation crutch, steel crutch	[lemma] *: crutch was, crutch or, crutch for, crutch to, crutch in, crutch is, crutch and, crutch of, crutch under, crutch on	[lemma] in the *: crutch in the axilla, crutch in the shape	* [lemma]: &#39;s crutch, a crutch, his crutch, and crutch, the crutch, or crutch, my crutch, one crutch, her crutch, of crutch	*_ADJ [lemma]: old crutch, short crutch, right crutch, wooden crutch, left crutch, broken crutch, little crutch, psychological crutch, other crutch, poor crutch
n12985857	coral fungus	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: 	[lemma] in the *: 	* [lemma]: a coral fungus	*_ADJ [lemma]: 
n01871265	tusker	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: circle tusker	[lemma] *: tusker of, tusker is, tusker and, tusker or, tusker &#39;s, tusker who, tusker in, tusker was, tusker with, tusker had	[lemma] in the *: 	* [lemma]: young tusker, the tusker, huge tusker, large tusker, big tusker, a tusker, fine tusker, wild tusker, The tusker, old tusker	*_ADJ [lemma]: young tusker, magnificent tusker, huge tusker, big tusker, large tusker, fine tusker, wild tusker, great tusker, good tusker, old tusker
n03877845	palace	[lemma] is *_VERB: palace is finished, palace is built, palace is surrounded, palace is situated, palace is occupied, palace is described, palace is besieged	[lemma] was *_VERB: palace was situated, palace was adorned, palace was erected, palace was begun, palace was crowded, palace was destroyed, palace was burnt, palace was surrounded	*_NOUN [lemma]: Barberini palace, summer palace, winter palace, Medici palace, Lambeth palace, Pitti palace, Colonna palace, Royal palace, country palace, government palace	[lemma] *: palace is, palace of, palace and, palace on, palace for, palace with, palace was, palace to, palace in, palace at	[lemma] in the *: palace in the Strand, palace in the midst, palace in the town, palace in the city, palace in the Via, palace in the suburbs, palace in the country	* [lemma]: The palace, his palace, &#39;s palace, this palace, imperial palace, royal palace, old palace, own palace, the palace, a palace	*_ADJ [lemma]: new palace, splendid palace, episcopal palace, own palace, imperial palace, magnificent palace, great palace, ancient palace, royal palace, old palace
n01824575	coucal	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: pheasant coucal	[lemma] *: coucal and, coucal or, coucal is	[lemma] in the *: 	* [lemma]: Senegal coucal, black coucal, The coucal, common coucal, pheasant coucal, the coucal, a coucal, headed coucal, &#39;s coucal, browed coucal	*_ADJ [lemma]: Senegal coucal, common coucal, black coucal, browed coucal
n02276258	admiral	[lemma] is *_VERB: admiral is going, admiral is working, admiral is obscured, admiral is appointed, admiral is waiting, admiral is represented, admiral is coming, admiral is supposed	[lemma] was *_VERB: admiral was received, admiral was informed, admiral was forced, admiral was obliged, admiral was killed, admiral was determined, admiral was sent, admiral was created, admiral was taken	*_NOUN [lemma]: time admiral, pirate admiral, Vienne admiral, year admiral, lord admiral, fleet admiral, Vice admiral, vice admiral	[lemma] *: admiral and, admiral of, admiral on, admiral in, admiral &#39;s, admiral who, admiral had, admiral to, admiral was, admiral Sir	[lemma] in the *: admiral in the French, admiral in the New, admiral in the Mediterranean, admiral in the West, admiral in the British, admiral in the service, admiral in the English, admiral in the navy, admiral in the Russian	* [lemma]: English admiral, The admiral, British admiral, high admiral, the admiral, and admiral, lord admiral, of admiral, French admiral, an admiral	*_ADJ [lemma]: Spanish admiral, great admiral, British admiral, gallant admiral, Dutch admiral, lord admiral, rear admiral, French admiral, high admiral, English admiral
n02442845	mink	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: hos mink, imitation mink, trap mink, sea mink, platinum mink, mutation mink, China mink, mother mink, ranch mink, vison mink	[lemma] *: mink or, mink in, mink coat, mink and, mink that, mink coats, mink is, mink skins, mink stole, mink are	[lemma] in the *: mink in the closet, mink in the wild	* [lemma]: in mink, to mink, for mink, and mink, the mink, a mink, The mink, of mink, her mink, or mink	*_ADJ [lemma]: wild mink, American mink, little mink, new mink, white mink, Aleutian mink, young mink, length mink, dark mink, female mink
n03942813	ping-pong ball	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: ping - pong ball or, ping - pong ball from, ping - pong ball is, ping - pong ball to, ping - pong ball will, ping - pong ball with, ping - pong ball and, ping - pong ball into, ping - pong ball in, ping - pong ball on	[lemma] in the *: 	* [lemma]: the ping - pong ball, bouncing ping - pong ball, The ping - pong ball, and ping - pong ball, A ping - pong ball, or ping - pong ball, white ping - pong ball, one ping - pong ball, of ping - pong ball, a ping - pong ball	*_ADJ [lemma]: 
n04429376	throne	[lemma] is *_VERB: throne is established, throne is occupied, throne is erected, throne is fixed, throne is founded, throne is surrounded, throne is set	[lemma] was *_VERB: throne was disputed, throne was supported, throne was occupied, throne was declared, throne was surrounded, throne was erected	*_NOUN [lemma]: lion throne, dragon throne, mountain throne, ebon throne, Delhi throne, peacock throne, Almighty throne, Bourbon throne, judgment throne, ivory throne	[lemma] *: throne to, throne of, throne for, throne is, throne on, throne by, throne and, throne in, throne with, throne was	[lemma] in the *: throne in the person, throne in the midst, throne in the heavens, throne in the event, throne in the heart, throne in the House, throne in the year	* [lemma]: vacant throne, his throne, His throne, her throne, a throne, English throne, &#39;s throne, the throne, imperial throne, The throne	*_ADJ [lemma]: French throne, white throne, imperial throne, British throne, vacant throne, Spanish throne, royal throne, English throne, Imperial throne, papal throne
n04507155	umbrella	[lemma] is *_VERB: umbrella is covered, umbrella is held, umbrella is carried, umbrella is divided, umbrella is raised, umbrella is opened	[lemma] was *_VERB: umbrella was spread, umbrella was carried, umbrella was broken, umbrella was opened, umbrella was raised, umbrella was left, umbrella was held	*_NOUN [lemma]: family umbrella, air umbrella, state umbrella, price umbrella, cotton umbrella, beach umbrella, gingham umbrella, silk umbrella, security umbrella, paper umbrella	[lemma] *: umbrella of, umbrella in, umbrella over, umbrella to, umbrella for, umbrella was, umbrella or, umbrella with, umbrella and, umbrella is	[lemma] in the *: umbrella in the hall, umbrella in the rain, umbrella in the house, umbrella in the mud, umbrella in the face, umbrella in the stand, umbrella in the streets	* [lemma]: his umbrella, large umbrella, an umbrella, The umbrella, her umbrella, and umbrella, &#39;s umbrella, the umbrella, or umbrella, my umbrella	*_ADJ [lemma]: large umbrella, white umbrella, big umbrella, open umbrella, old umbrella, huge umbrella, black umbrella, red umbrella, nuclear umbrella, green umbrella
n01616318	vulture	[lemma] is *_VERB: vulture is associated, vulture is represented, vulture is supposed, vulture is flying, vulture is directed, vulture is devouring	[lemma] was *_VERB: vulture was regarded, vulture was circling, vulture was perched, vulture was sent, vulture was sitting, vulture was flying	*_NOUN [lemma]: California vulture, carrion vulture, aura vulture, Turkey vulture, scavenger vulture, turkey vulture, king vulture, griffon vulture, culture vulture, gallinazo vulture	[lemma] *: vulture on, vulture to, vulture is, vulture of, vulture that, vulture was, vulture &#39;s, vulture and, vulture in, vulture or	[lemma] in the *: vulture in the sky, vulture in the mountains	* [lemma]: A vulture, black vulture, The vulture, and vulture, of vulture, turkey vulture, bearded vulture, or vulture, a vulture, the vulture	*_ADJ [lemma]: large vulture, black vulture, hungry vulture, bearded vulture, headed vulture, sacred vulture, Egyptian vulture, ravenous vulture, old vulture, great vulture
n03250847	drumstick	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: chicken drumstick, Chicken drumstick, turkey drumstick, bass drumstick	[lemma] *: drumstick appearance, drumstick or, drumstick with, drumstick in, drumstick to, drumstick is, drumstick and, drumstick of, drumstick from, drumstick on	[lemma] in the *: 	* [lemma]: one drumstick, the drumstick, The drumstick, and drumstick, a drumstick, or drumstick, chicken drumstick, of drumstick, these drumstick, his drumstick	*_ADJ [lemma]: large drumstick, little drumstick, wooden drumstick, fried drumstick, small drumstick, curved drumstick, single drumstick, headed drumstick, characteristic drumstick, typical drumstick
n04120489	running shoe	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: Nike running shoe	[lemma] *: running shoe on, running shoe for, running shoe is, running shoe to, running shoe with, running shoe in, running shoe market, running shoe should, running shoe that, running shoe and	[lemma] in the *: 	* [lemma]: good running shoe, his running shoe, a running shoe, &#39;s running shoe, of running shoe, her running shoe, the running shoe, The running shoe, in running shoe, A running shoe	*_ADJ [lemma]: spiked running shoe, right running shoe, good running shoe, old running shoe, soled running shoe, white running shoe, modern running shoe, other running shoe, new running shoe, best running shoe
n02326432	hare	[lemma] is *_VERB: hare is started, hare is caught, hare is hunted, hare is running, hare is madness, hare is killed	[lemma] was *_VERB: hare was put, hare was sold, hare was shot, hare was killed, hare was hunted, hare was caught, hare was coming, hare was started	*_NOUN [lemma]: others hare, mountain hare, writers hare, persons hare, Arctic hare, people hare, March hare, sea hare, men hare	[lemma] *: hare been, hare or, hare in, hare the, hare is, hare and, hare to, hare no, hare a, hare &#39;s	[lemma] in the *: hare in the long, hare in the government, hare in the common, hare in the ground, hare in the fable, hare in the field, hare in the moon, hare in the woods, hare in the administration, hare in the snow	* [lemma]: they hare, and hare, I hare, we hare, would hare, the hare, The hare, to hare, who hare, a hare	*_ADJ [lemma]: hunted hare, timid hare, dead hare, snowshoe hare, white hare, common hare, little hare, poor hare, young hare, American hare
n07565083	menu	[lemma] is *_VERB: menu is displayed, menu is limited, menu is varied, menu is selected, menu is given, menu is offered, menu is served, menu is presented	[lemma] was *_VERB: menu was planned, menu was composed, menu was varied, menu was prepared, menu was discussed, menu was served, menu was printed, menu was limited, menu was written	*_NOUN [lemma]: Help menu, View menu, Edit menu, dinner menu, shortcut menu, Window menu, Options menu, Tools menu, Control menu, Start menu	[lemma] *: menu is, menu to, menu item, menu was, menu of, menu bar, menu for, menu and, menu in, menu items	[lemma] in the *: menu in the window, menu in the menu, menu in the restaurant, menu in the Program, menu in the main, menu in the upper, menu in the Finder, menu in the Menu, menu in the dining	* [lemma]: View menu, Edit menu, a menu, &#39;s menu, down menu, main menu, The menu, up menu, the menu, File menu	*_ADJ [lemma]: Format menu, same menu, new menu, up menu, down menu, main menu, following menu, daily menu, Insert menu, File menu
n02099712	Labrador retriever	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: chocolate Labrador retriever, spaniel Labrador retriever	[lemma] *: Labrador retriever that, Labrador retriever was, Labrador retriever poodle, Labrador retriever named, Labrador retriever is, Labrador retriever who, Labrador retriever with, Labrador retriever in, Labrador retriever and, Labrador retriever puppy	[lemma] in the *: 	* [lemma]: _ Labrador retriever, black Labrador retriever, old Labrador retriever, &#39;s Labrador retriever, his Labrador retriever, the Labrador retriever, The Labrador retriever, a Labrador retriever, and Labrador retriever, yellow Labrador retriever	*_ADJ [lemma]: male Labrador retriever, black Labrador retriever, golden Labrador retriever, old Labrador retriever, big Labrador retriever, large Labrador retriever, female Labrador retriever, yellow Labrador retriever, young Labrador retriever, brown Labrador retriever
n02979186	cassette player	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: Walkman cassette player, Sony cassette player, radio cassette player, tape cassette player, Video cassette player, stereo cassette player, FM cassette player, video cassette player, car cassette player, pocket cassette player	[lemma] *: cassette player for, cassette player in, cassette player or, cassette player and, cassette player to, cassette player that, cassette player was, cassette player on, cassette player with, cassette player is	[lemma] in the *: cassette player in the car	* [lemma]: a cassette player, audio cassette player, video cassette player, and cassette player, her cassette player, portable cassette player, the cassette player, his cassette player, stereo cassette player, or cassette player	*_ADJ [lemma]: operated cassette player, audio cassette player, small cassette player, new cassette player, personal cassette player, portable cassette player, stereo cassette player, own cassette player, little cassette player, video cassette player
n01687978	agama	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: guru agama, term agama, rock agama, word agama, religion agama, tree agama, A. agama, Agama agama	[lemma] *: agama yang, agama in, agama is, agama and, agama Islam, agama dan, agama or, agama as, agama are, agama lizards	[lemma] in the *: 	* [lemma]: and agama, the agama, of agama, dan agama, _ agama, word agama, The agama, or agama, an agama, Agama agama	*_ADJ [lemma]: dan agama, common agama, headed agama
n02112018	Pomeranian	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: prize Pomeranian, Toy Pomeranian, West Pomeranian, toy Pomeranian, Pekingese Pomeranian	[lemma] *: Pomeranian or, Pomeranian dog, Pomeranian Dog, Pomeranian and, Pomeranian breed, Pomeranian coast, Pomeranian culture, Pomeranian grenadier, Pomeranian estates, Pomeranian Grenadier	[lemma] in the *: 	* [lemma]: little Pomeranian, his Pomeranian, a Pomeranian, white Pomeranian, The Pomeranian, of Pomeranian, single Pomeranian, the Pomeranian, and Pomeranian, _ Pomeranian	*_ADJ [lemma]: little Pomeranian, young Pomeranian, white Pomeranian, 1st Pomeranian, black Pomeranian, single Pomeranian, West Pomeranian, old Pomeranian, small Pomeranian, East Pomeranian
n02124075	Egyptian cat	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: Egyptian cat and, Egyptian cat in, Egyptian cat to, Egyptian cat or, Egyptian cat god, Egyptian cat is, Egyptian cat was, Egyptian cat goddess	[lemma] in the *: 	* [lemma]: The Egyptian cat, _ Egyptian cat, an Egyptian cat, ancient Egyptian cat, the Egyptian cat, An Egyptian cat, sculptured Egyptian cat	*_ADJ [lemma]: ancient Egyptian cat, sculptured Egyptian cat
n03388183	fountain pen	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: rubber fountain pen, Waterman fountain pen, Technical fountain pen, Parker fountain pen, Sheaffer fountain pen, quality fountain pen, Swan fountain pen, ink fountain pen, filling fountain pen, Blanc fountain pen	[lemma] *: fountain pen and, fountain pen to, fountain pen which, fountain pen that, fountain pen was, fountain pen is, fountain pen with, fountain pen or, fountain pen in, fountain pen from	[lemma] in the *: fountain pen in the pocket	* [lemma]: and fountain pen, gold fountain pen, A fountain pen, her fountain pen, my fountain pen, the fountain pen, your fountain pen, a fountain pen, his fountain pen, &#39;s fountain pen	*_ADJ [lemma]: green fountain pen, gold fountain pen, old fountain pen, good fountain pen, black fountain pen, ordinary fountain pen, American fountain pen, large fountain pen, own fountain pen, new fountain pen
n02111500	Great Pyrenees	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: Dane Great Pyrenees	[lemma] *: Great Pyrenees and, Great Pyrenees is, Great Pyrenees dog, Great Pyrenees Club, Great Pyrenees are, Great Pyrenees dogs, Great Pyrenees was, Great Pyrenees _	[lemma] in the *: 	* [lemma]: of Great Pyrenees, Dane Great Pyrenees, and Great Pyrenees, The Great Pyrenees, white Great Pyrenees, a Great Pyrenees, _ Great Pyrenees, the Great Pyrenees	*_ADJ [lemma]: white Great Pyrenees
n06794110	street sign	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: corner street sign	[lemma] *: street sign on, street sign in, street sign and, street sign of, street sign to, street sign was, street sign at, street sign is, street sign or, street sign that	[lemma] in the *: 	* [lemma]: every street sign, the street sign, and street sign, A street sign, a street sign, or street sign, The street sign, any street sign, no street sign, new street sign	*_ADJ [lemma]: green street sign, white street sign, first street sign, way street sign, metal street sign, large street sign, blue street sign, old street sign, small street sign, new street sign
n04041544	radio	[lemma] is *_VERB: radio is turned, radio is heard, radio is concerned, radio is tuned, radio is doing, radio is playing, radio is becoming, radio is going	[lemma] was *_VERB: radio was playing, radio was tuned, radio was blaring, radio was broadcasting, radio was going, radio was turned, radio was working, radio was invented	*_NOUN [lemma]: transistor radio, Moscow radio, car radio, FM radio, network radio, police radio, wave radio, frequency radio, aircraft radio, AM radio	[lemma] *: radio programs, radio frequency, radio station, radio stations, radio waves, radio program, radio broadcasting, radio in, radio or, radio and	[lemma] in the *: radio in the kitchen, radio in the early, radio in the room, radio in the classroom, radio in the car, radio in the public, radio in the house, radio in the living, radio in the home	* [lemma]: The radio, on radio, and radio, the radio, for radio, by radio, to radio, a radio, of radio, in radio	*_ADJ [lemma]: portable radio, local radio, amateur radio, way radio, wave radio, first radio, new radio, German radio, American radio, commercial radio
n04041544	wireless	[lemma] is *_VERB: wireless is going, wireless is playing, wireless is working, wireless is becoming, wireless is turned	[lemma] was *_VERB: wireless was invented, wireless was turned, wireless was sent, wireless was playing, wireless was working, wireless was switched, wireless was put, wireless was received	*_NOUN [lemma]: time wireless, Moscow wireless, field wireless, distance wireless, government wireless, power wireless, beam wireless, Government wireless, wave wireless, enemy wireless	[lemma] *: wireless telegraphy, wireless stations, wireless telegraph, wireless and, wireless operator, wireless communication, wireless station, wireless set, wireless message, wireless sets	[lemma] in the *: wireless in the home, wireless in the next, wireless in the early, wireless in the house, wireless in the kitchen, wireless in the first, wireless in the evening	* [lemma]: The wireless, in wireless, by wireless, a wireless, with wireless, and wireless, the wireless, or wireless, of wireless, for wireless	*_ADJ [lemma]: commercial wireless, secret wireless, German wireless, Marconi wireless, amateur wireless, first wireless, new wireless, directional wireless, portable wireless, powerful wireless
n01945685	slug	[lemma] is *_VERB: slug is inserted, slug is cast, slug is ejected, slug is defined, slug is formed	[lemma] was *_VERB: slug was crawling, slug was removed, slug was fired, slug was trying	*_NOUN [lemma]: caliber slug, linotype slug, copper slug, rifle slug, iron slug, garden slug, tuning slug, Sea slug, field slug, sea slug	[lemma] *: slug of, slug and, slug that, slug from, slug it, slug is, slug was, slug in, slug flow, slug or	[lemma] in the *: slug in the shoulder, slug in the chest, slug in the head, slug in the back, slug in the guts, slug in the stomach, slug in the leg, slug in the belly, slug in the thigh	* [lemma]: of slug, to slug, a slug, and slug, the slug, A slug, sea slug, this slug, The slug, or slug	*_ADJ [lemma]: black slug, little slug, lead slug, common slug, heavy slug, white slug, pear slug, point slug, large slug, big slug
n04254120	soap dispenser	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: soap dispenser or, soap dispenser is, soap dispenser was, soap dispenser to, soap dispenser and, soap dispenser with, soap dispenser in, soap dispenser for, soap dispenser that	[lemma] in the *: 	* [lemma]: the soap dispenser, The soap dispenser, a soap dispenser, liquid soap dispenser, A soap dispenser, and soap dispenser	*_ADJ [lemma]: liquid soap dispenser
n03584254	iPod	[lemma] is *_VERB: iPod is connected, iPod is plugged, iPod is attached, iPod is set, iPod is designed, iPod is linked	[lemma] was *_VERB: iPod was introduced	*_NOUN [lemma]: Pogue iPod, Video iPod, Apple iPod, U2 iPod, Windows iPod, generation iPod, video iPod, GB iPod, mini iPod, iPod iPod	[lemma] *: iPod touch, iPod Touch, iPod or, iPod is, iPod with, iPod music, iPod Nano, iPod and, iPod users, iPod &#39;s	[lemma] in the *: iPod in the car, iPod in the Source	* [lemma]: my iPod, Apple iPod, The iPod, an iPod, popular iPod, or iPod, video iPod, the iPod, &#39;s iPod, and iPod	*_ADJ [lemma]: new iPod, portable iPod, standard iPod, video iPod, regular iPod, second iPod, latest iPod, integrated iPod, popular iPod, white iPod
n03992509	potter  s wheel	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: 	[lemma] in the *: 	* [lemma]: the potter s wheel	*_ADJ [lemma]: 
n11939491	daisy	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: April daisy, Michaelmas daisy, mountain daisy, Shasta daisy, Easter daisy, oxeye daisy, Paris daisy, meadow daisy, field daisy, River daisy	[lemma] *: daisy chains, daisy to, daisy in, daisy wheel, daisy &#39;s, daisy of, daisy and, daisy is, daisy or, daisy chain	[lemma] in the *: daisy in the morning, daisy in the dell, daisy in the field, daisy in the grass, daisy in the meadow	* [lemma]: white daisy, Michaelmas daisy, mountain daisy, _ daisy, the daisy, eye daisy, of daisy, a daisy, and daisy, The daisy	*_ADJ [lemma]: single daisy, eyed daisy, common daisy, white daisy, Shasta daisy, English daisy, little daisy, yellow daisy, eye daisy, humble daisy
