n02268443	dragonfly	[lemma] was *_VERB: 	[lemma] is *_VERB: dragonfly is called, dragonfly is shown	*_ADJ [lemma]: adult dragonfly, blue dragonfly, giant dragonfly, green dragonfly, large dragonfly, male dragonfly, red dragonfly, small dragonfly, winged dragonfly, young dragonfly	[lemma] in the *: 	*_NOUN [lemma]: adult dragonfly, darner dragonfly, emerald dragonfly, hawker dragonfly, skimmer dragonfly, zone dragonfly
n02356798	Sciurus niger	* [lemma]: Squirrel Sciurus niger, _ Sciurus niger, of Sciurus niger, squirrel Sciurus niger	[lemma] *: Sciurus niger Linnaeus, Sciurus niger cinereus, Sciurus niger rufiventer, Sciurus niger shermani
n02120079	Arctic fox	* [lemma]: An Arctic fox, The Arctic fox, _ Arctic fox, an Arctic fox, and Arctic fox, blue Arctic fox, of Arctic fox, or Arctic fox, the Arctic fox, white Arctic fox	[lemma] *: Arctic fox and, Arctic fox are, Arctic fox has, Arctic fox in, Arctic fox is, Arctic fox may, Arctic fox of, Arctic fox to, Arctic fox was, Arctic fox which
n02120079	white fox	* [lemma]: A white fox, The white fox, a white fox, and white fox, beautiful white fox, little white fox, of white fox, or white fox, the white fox, with white fox	[lemma] *: white fox and, white fox fur, white fox furs, white fox in, white fox is, white fox pelts, white fox skin, white fox skins, white fox terrier, white fox was
n02120079	Alopex lagopus	* [lemma]: Fox Alopex lagopus, _ Alopex lagopus, and Alopex lagopus, fox Alopex lagopus, foxes Alopex lagopus	[lemma] *: Alopex lagopus L., Alopex lagopus _, Alopex lagopus and, Alopex lagopus innuitus
n03109150	corkscrew	* [lemma]: The corkscrew, a corkscrew, and corkscrew, his corkscrew, in corkscrew, long corkscrew, of corkscrew, or corkscrew, the corkscrew, with corkscrew	[lemma] *: corkscrew and, corkscrew curls, corkscrew fashion, corkscrew in, corkscrew is, corkscrew motion, corkscrew ringlets, corkscrew rule, corkscrew shape, corkscrew staircase
n03109150	bottle screw	* [lemma]: a bottle screw	[lemma] *: 
n03930630	pickup	* [lemma]: &#39;s pickup, The pickup, a pickup, and pickup, for pickup, his pickup, of pickup, or pickup, phonograph pickup, the pickup	[lemma] *: pickup and, pickup coil, pickup in, pickup is, pickup of, pickup to, pickup truck, pickup trucks, pickup tube, pickup was
n03930630	pickup truck	* [lemma]: &#39;s pickup truck, A pickup truck, Ford pickup truck, The pickup truck, a pickup truck, his pickup truck, my pickup truck, old pickup truck, red pickup truck, the pickup truck	[lemma] *: pickup truck and, pickup truck for, pickup truck in, pickup truck on, pickup truck or, pickup truck parked, pickup truck that, pickup truck to, pickup truck was, pickup truck with
n01632777	axolotl	* [lemma]: Mexican axolotl, The axolotl, an axolotl, and axolotl, called axolotl, in axolotl, of axolotl, or axolotl, the axolotl, white axolotl	[lemma] *: axolotl and, axolotl embryo, axolotl embryos, axolotl has, axolotl is, axolotl larva, axolotl larvae, axolotl of, axolotl the, axolotl was
n01632777	mud puppy	* [lemma]: The mud puppy, _ mud puppy, a mud puppy, and mud puppy, common mud puppy, the mud puppy	[lemma] *: mud puppy &#39;s, mud puppy Necturus, mud puppy and, mud puppy is
n01632777	Ambystoma mexicanum	* [lemma]: _ Ambystoma mexicanum, and Ambystoma mexicanum, axolotl Ambystoma mexicanum, in Ambystoma mexicanum, of Ambystoma mexicanum, salamander Ambystoma mexicanum	[lemma] *: Ambystoma mexicanum Shaw, Ambystoma mexicanum and
n03710721	maillot	* [lemma]: a maillot, au maillot, black maillot, blue maillot, en maillot, her maillot, le maillot, the maillot, un maillot, white maillot	[lemma] *: maillot and, maillot de, maillot in, maillot is, maillot jaune, maillot of, maillot suit, maillot that, maillot was, maillot with
n03710721	tank suit	* [lemma]: a tank suit, black tank suit, blue tank suit, green tank suit, her tank suit, my tank suit, piece tank suit, red tank suit, the tank suit, white tank suit	[lemma] *: tank suit and, tank suit that, tank suit was, tank suit with
n02437312	Arabian camel	* [lemma]: An Arabian camel, The Arabian camel, _ Arabian camel, an Arabian camel, and Arabian camel, humped Arabian camel, of Arabian camel, or Arabian camel, the Arabian camel	[lemma] *: Arabian camel and, Arabian camel can, Arabian camel driver, Arabian camel has, Arabian camel is, Arabian camel or, Arabian camel saddle, Arabian camel was, Arabian camel with
n02437312	dromedary	* [lemma]: A dromedary, The dromedary, a dromedary, and dromedary, fleet dromedary, his dromedary, my dromedary, or dromedary, swift dromedary, the dromedary	[lemma] *: dromedary &#39;s, dromedary and, dromedary corps, dromedary has, dromedary in, dromedary is, dromedary of, dromedary or, dromedary to, dromedary was
n02437312	Camelus dromedarius	* [lemma]: _ Camelus dromedarius, and Camelus dromedarius, camel Camelus dromedarius, of Camelus dromedarius	[lemma] *: Camelus dromedarius L., Camelus dromedarius and
n03967562	plow	* [lemma]: The plow, a plow, and plow, his plow, not plow, of plow, or plow, the plow, to plow, wooden plow	[lemma] *: plow and, plow in, plow is, plow or, plow the, plow through, plow to, plow up, plow was, plow with
n03967562	plough	* [lemma]: The plough, a plough, and plough, his plough, not plough, of plough, one plough, or plough, the plough, to plough	[lemma] *: plough and, plough in, plough is, plough of, plough or, plough the, plough to, plough up, plough was, plough with
n03916031	perfume	* [lemma]: The perfume, a perfume, and perfume, its perfume, of perfume, sweet perfume, the perfume, their perfume, to perfume, with perfume	[lemma] *: perfume and, perfume from, perfume in, perfume is, perfume of, perfume on, perfume that, perfume the, perfume to, perfume which
n03916031	essence	* [lemma]: In essence, The essence, and essence, divine essence, in essence, its essence, of essence, the essence, their essence, very essence	[lemma] *: essence a, essence and, essence as, essence in, essence is, essence of, essence or, essence the, essence to, essence which
n03095699	container ship	* [lemma]: A container ship, The container ship, a container ship, cellular container ship, first container ship, large container ship, modern container ship, of container ship, the container ship, ton container ship	[lemma] *: container ship Atlantic, container ship and, container ship can, container ship in, container ship is, container ship of, container ship service, container ship to, container ship was, container ship with
n03095699	containership	* [lemma]: The containership, a containership, and containership, cellular containership, for containership, full containership, large containership, of containership, the containership, to containership	[lemma] *: containership and, containership fleet, containership in, containership is, containership operation, containership operations, containership operator, containership operators, containership service, containership services
n03095699	container vessel	* [lemma]: A container vessel, The container vessel, a container vessel, cellular container vessel, first container vessel, large container vessel, modern container vessel, of container vessel, the container vessel	[lemma] *: container vessel and, container vessel for, container vessel in, container vessel is, container vessel of, container vessel that, container vessel to
n01930112	nematode	* [lemma]: The nematode, a nematode, and nematode, cyst nematode, in nematode, knot nematode, of nematode, parasitic nematode, the nematode, this nematode	[lemma] *: nematode and, nematode in, nematode is, nematode larvae, nematode parasites, nematode population, nematode populations, nematode species, nematode worm, nematode worms
n01930112	nematode worm	* [lemma]: A nematode worm, The nematode worm, This nematode worm, a nematode worm, minute nematode worm, of nematode worm, parasitic nematode worm, small nematode worm, the nematode worm, this nematode worm	[lemma] *: nematode worm Ascaris, nematode worm Caenorhabditis, nematode worm and, nematode worm has, nematode worm in, nematode worm is, nematode worm of, nematode worm that, nematode worm which, nematode worm within
n01930112	roundworm	* [lemma]: The roundworm, a roundworm, and roundworm, common roundworm, intestinal roundworm, large roundworm, of roundworm, parasitic roundworm, small roundworm, the roundworm	[lemma] *: roundworm Ascaris, roundworm and, roundworm eggs, roundworm infection, roundworm infections, roundworm infestation, roundworm is, roundworm of, roundworm that, roundworm which
n02704792	amphibian	* [lemma]: The amphibian, an amphibian, and amphibian, early amphibian, in amphibian, of amphibian, on amphibian, or amphibian, the amphibian, to amphibian	[lemma] *: amphibian and, amphibian egg, amphibian eggs, amphibian embryo, amphibian embryos, amphibian is, amphibian larvae, amphibian metamorphosis, amphibian oocytes, amphibian species
n02704792	amphibious vehicle	* [lemma]: An amphibious vehicle, an amphibious vehicle, armored amphibious vehicle, of amphibious vehicle, or amphibious vehicle, the amphibious vehicle, tracked amphibious vehicle, wheeled amphibious vehicle	[lemma] *: amphibious vehicle and, amphibious vehicle called, amphibious vehicle for, amphibious vehicle in, amphibious vehicle is, amphibious vehicle that, amphibious vehicle used, amphibious vehicle was, amphibious vehicle which, amphibious vehicle with
n02412080	ram	* [lemma]: The ram, _ ram, a ram, and ram, battering ram, hydraulic ram, of ram, or ram, the ram, to ram	[lemma] *: ram &#39;s, ram and, ram in, ram is, ram of, ram or, ram the, ram to, ram was, ram with
n02412080	tup	* [lemma]: The tup, _ tup, a tup, and tup, of tup, or tup, the tup, to tup, ubi tup, ut tup	[lemma] *: tup &#39;s, tup and, tup at, tup in, tup is, tup of, tup or, tup to, tup was, tup with
n03950228	pitcher	* [lemma]: A pitcher, The pitcher, a pitcher, and pitcher, earthen pitcher, her pitcher, his pitcher, or pitcher, the pitcher, water pitcher	[lemma] *: pitcher &#39;s, pitcher and, pitcher in, pitcher is, pitcher of, pitcher on, pitcher or, pitcher to, pitcher was, pitcher with
n03950228	ewer	* [lemma]: The ewer, _ ewer, a ewer, an ewer, and ewer, cream ewer, golden ewer, or ewer, silver ewer, the ewer	[lemma] *: ewer and, ewer for, ewer in, ewer is, ewer of, ewer on, ewer to, ewer was, ewer which, ewer with
n03532672	hook	* [lemma]: The hook, a hook, and hook, by hook, his hook, own hook, the hook, this hook, to hook, your hook	[lemma] *: hook and, hook at, hook in, hook is, hook of, hook on, hook or, hook the, hook to, hook with
n03532672	claw	* [lemma]: &#39;s claw, a claw, and claw, his claw, its claw, of claw, one claw, or claw, the claw, to claw	[lemma] *: claw and, claw at, claw feet, claw in, claw is, claw of, claw on, claw or, claw to, claw with
n03345487	fire engine	* [lemma]: A fire engine, The fire engine, a fire engine, and fire engine, any fire engine, first fire engine, new fire engine, of fire engine, steam fire engine, the fire engine	[lemma] *: fire engine and, fire engine company, fire engine house, fire engine in, fire engine is, fire engine of, fire engine or, fire engine to, fire engine was, fire engine with
n03345487	fire truck	* [lemma]: A fire truck, The fire truck, a fire truck, and fire truck, first fire truck, his fire truck, new fire truck, of fire truck, red fire truck, the fire truck	[lemma] *: fire truck and, fire truck arrived, fire truck had, fire truck in, fire truck is, fire truck or, fire truck that, fire truck to, fire truck was, fire truck with
n01665541	leatherback turtle	* [lemma]: A leatherback turtle, Atlantic leatherback turtle, Pacific leatherback turtle, The leatherback turtle, a leatherback turtle, and leatherback turtle, female leatherback turtle, giant leatherback turtle, of leatherback turtle, the leatherback turtle	[lemma] *: leatherback turtle Dermochelys, leatherback turtle and, leatherback turtle has, leatherback turtle in, leatherback turtle is, leatherback turtle nesting
n01665541	leatherback	* [lemma]: Atlantic leatherback, Pacific leatherback, The leatherback, _ leatherback, a leatherback, and leatherback, for leatherback, giant leatherback, of leatherback, the leatherback	[lemma] *: leatherback &#39;s, leatherback and, leatherback has, leatherback in, leatherback is, leatherback or, leatherback sea, leatherback turtle, leatherback turtles, leatherback was
n01665541	leathery turtle	* [lemma]: The leathery turtle, or leathery turtle, the leathery turtle	[lemma] *: leathery turtle Dermochelys, leathery turtle is
n01665541	Dermochelys coriacea	* [lemma]: Dermochelyidae Dermochelys coriacea, Turtle Dermochelys coriacea, _ Dermochelys coriacea, and Dermochelys coriacea, leatherback Dermochelys coriacea, of Dermochelys coriacea, turtle Dermochelys coriacea, turtles Dermochelys coriacea	[lemma] *: Dermochelys coriacea L., Dermochelys coriacea _, Dermochelys coriacea and, Dermochelys coriacea coriacea
n02837789	bikini	* [lemma]: a bikini, and bikini, black bikini, her bikini, my bikini, of bikini, red bikini, string bikini, the bikini, white bikini	[lemma] *: bikini and, bikini bathing, bikini bottom, bikini briefs, bikini in, bikini on, bikini panties, bikini that, bikini top, bikini was
n02837789	two-piece	* [lemma]: A two - piece, The two - piece, _ two - piece, a two - piece, and two - piece, in two - piece, of two - piece, or two - piece, the two - piece, with two - piece	[lemma] *: two - piece bathing, two - piece construction, two - piece dress, two - piece mold, two - piece mould, two - piece rod, two - piece sleeve, two - piece suit, two - piece suits, two - piece type
n03873416	paddle	* [lemma]: The paddle, a paddle, and paddle, her paddle, his paddle, of paddle, or paddle, the paddle, to paddle, wooden paddle	[lemma] *: paddle and, paddle in, paddle is, paddle of, paddle or, paddle steamer, paddle to, paddle wheel, paddle wheels, paddle with
n03873416	boat paddle	* [lemma]: a boat paddle, the boat paddle	[lemma] *: boat paddle and
n03394916	French horn	* [lemma]: A French horn, The French horn, _ French horn, a French horn, and French horn, for French horn, his French horn, of French horn, or French horn, the French horn	[lemma] *: French horn and, French horn at, French horn in, French horn is, French horn or, French horn player, French horn players, French horn to, French horn was, French horn with
n03394916	horn	* [lemma]: &#39;s horn, The horn, a horn, and horn, anterior horn, his horn, little horn, of horn, or horn, the horn	[lemma] *: horn and, horn at, horn in, horn is, horn of, horn on, horn or, horn to, horn was, horn with
n03496892	harvester	* [lemma]: Marsh harvester, The harvester, a harvester, and harvester, combine harvester, combined harvester, corn harvester, forage harvester, of harvester, the harvester	[lemma] *: harvester &#39;s, harvester and, harvester ant, harvester ants, harvester combines, harvester has, harvester in, harvester is, harvester of, harvester was
n03496892	reaper	* [lemma]: &#39;s reaper, A reaper, McCormick reaper, The reaper, a reaper, and reaper, grim reaper, his reaper, mechanical reaper, the reaper	[lemma] *: reaper &#39;s, reaper and, reaper had, reaper has, reaper in, reaper is, reaper of, reaper or, reaper to, reaper was
n10148035	groom	* [lemma]: &#39;s groom, The groom, a groom, and groom, her groom, his groom, my groom, or groom, the groom, to groom	[lemma] *: groom &#39;s, groom and, groom had, groom in, groom is, groom of, groom or, groom to, groom was, groom who
n10148035	bridegroom	* [lemma]: The bridegroom, a bridegroom, and bridegroom, happy bridegroom, her bridegroom, intended bridegroom, or bridegroom, prospective bridegroom, the bridegroom, young bridegroom	[lemma] *: bridegroom &#39;s, bridegroom and, bridegroom had, bridegroom in, bridegroom is, bridegroom of, bridegroom to, bridegroom was, bridegroom were, bridegroom with
n01622779	great grey owl	* [lemma]: The great grey owl, a great grey owl, the great grey owl	[lemma] *: 
n01622779	great gray owl	* [lemma]: A great gray owl, The great gray owl, a great gray owl, and great gray owl, the great gray owl	[lemma] *: great gray owl and, great gray owl in, great gray owl is
n01622779	Strix nebulosa	* [lemma]: Owl Strix nebulosa, _ Strix nebulosa	[lemma] *: Strix nebulosa nebulosa
n02966687	carpenter  s kit	* [lemma]: 	[lemma] *: 
n02966687	tool kit	* [lemma]: &#39;s tool kit, The tool kit, a tool kit, and tool kit, basic tool kit, his tool kit, s tool kit, small tool kit, the tool kit, your tool kit	[lemma] *: tool kit and, tool kit for, tool kit in, tool kit is, tool kit of, tool kit should, tool kit that, tool kit to, tool kit was, tool kit with
n01817953	African grey	* [lemma]: An African grey, The African grey, _ African grey, an African grey, and African grey, in African grey, of African grey, the African grey	[lemma] *: African grey parrot, African grey parrots
n01817953	African gray	* [lemma]: An African gray, The African gray, _ African gray, an African gray, and African gray, the African gray	[lemma] *: African gray parrot, African gray parrots
n01817953	Psittacus erithacus	* [lemma]: _ Psittacus erithacus	[lemma] *: Psittacus erithacus erithacus, Psittacus erithacus timneh
n03492542	hard disc	* [lemma]: Mb hard disc, Mbyte hard disc, a hard disc, and hard disc, megabyte hard disc, of hard disc, on hard disc, or hard disc, the hard disc, your hard disc	[lemma] *: hard disc and, hard disc drive, hard disc drives, hard disc for, hard disc is, hard disc of, hard disc or, hard disc space, hard disc storage, hard disc system
n03492542	hard disk	* [lemma]: &#39;s hard disk, A hard disk, The hard disk, a hard disk, and hard disk, of hard disk, on hard disk, or hard disk, the hard disk, your hard disk	[lemma] *: hard disk and, hard disk drive, hard disk drives, hard disk for, hard disk is, hard disk or, hard disk space, hard disk system, hard disk to, hard disk with
n03492542	fixed disk	* [lemma]: Current fixed disk, The fixed disk, a fixed disk, and fixed disk, large fixed disk, of fixed disk, one fixed disk, or fixed disk, the fixed disk, your fixed disk	[lemma] *: fixed disk and, fixed disk drive, fixed disk drives, fixed disk for, fixed disk is, fixed disk of, fixed disk or, fixed disk storage, fixed disk to, fixed disk with
n02277742	ringlet	* [lemma]: &#39;s ringlet, a ringlet, and ringlet, every ringlet, glossy ringlet, long ringlet, one ringlet, single ringlet, stray ringlet, the ringlet	[lemma] *: ringlet &#39;s, ringlet curl, ringlet from, ringlet in, ringlet is, ringlet of, ringlet on, ringlet or, ringlet that, ringlet which
n02277742	ringlet butterfly	* [lemma]: mountain ringlet butterfly	[lemma] *: 
n02226429	grasshopper	* [lemma]: A grasshopper, The grasshopper, _ grasshopper, a grasshopper, and grasshopper, green grasshopper, large grasshopper, of grasshopper, or grasshopper, the grasshopper	[lemma] *: grasshopper &#39;s, grasshopper and, grasshopper has, grasshopper in, grasshopper is, grasshopper on, grasshopper or, grasshopper shall, grasshopper to, grasshopper was
n02226429	hopper	* [lemma]: The hopper, a hopper, and hopper, feed hopper, leaf hopper, of hopper, or hopper, receiving hopper, the hopper, this hopper	[lemma] *: hopper and, hopper at, hopper for, hopper in, hopper into, hopper is, hopper of, hopper or, hopper to, hopper with
n04141975	scale	* [lemma]: The scale, a scale, large scale, larger scale, of scale, same scale, small scale, smaller scale, the scale, to scale	[lemma] *: scale and, scale as, scale for, scale in, scale is, scale of, scale on, scale than, scale the, scale to
n04141975	weighing machine	* [lemma]: &#39;s weighing machine, A weighing machine, The weighing machine, a weighing machine, and weighing machine, automatic weighing machine, of weighing machine, or weighing machine, spring weighing machine, the weighing machine	[lemma] *: weighing machine and, weighing machine at, weighing machine for, weighing machine in, weighing machine is, weighing machine of, weighing machine or, weighing machine to, weighing machine was, weighing machine which
n03673027	liner	* [lemma]: Atlantic liner, The liner, a liner, and liner, cylinder liner, luxury liner, ocean liner, of liner, passenger liner, the liner	[lemma] *: liner &#39;s, liner and, liner for, liner in, liner is, liner notes, liner of, liner or, liner to, liner was
n03673027	ocean liner	* [lemma]: An ocean liner, The ocean liner, an ocean liner, big ocean liner, by ocean liner, great ocean liner, huge ocean liner, large ocean liner, modern ocean liner, the ocean liner	[lemma] *: ocean liner and, ocean liner in, ocean liner is, ocean liner of, ocean liner on, ocean liner or, ocean liner that, ocean liner to, ocean liner was, ocean liner with
n04509417	unicycle	* [lemma]: A unicycle, The unicycle, _ unicycle, a unicycle, and unicycle, foot unicycle, her unicycle, his unicycle, my unicycle, the unicycle	[lemma] *: unicycle and, unicycle has, unicycle in, unicycle is, unicycle on, unicycle or, unicycle rider, unicycle riding, unicycle to, unicycle with
n04509417	monocycle	* [lemma]: Gaussian monocycle, The monocycle, a monocycle, the monocycle	[lemma] *: monocycle and, monocycle is, monocycle of, monocycle pulse
n03447721	gong	* [lemma]: A gong, Chinese gong, The gong, a gong, and gong, dinner gong, his gong, of gong, or gong, the gong	[lemma] *: gong and, gong for, gong in, gong is, gong of, gong or, gong sounded, gong sounds, gong to, gong was
n03447721	tam-tam	* [lemma]: The tam - tam, _ tam - tam, a tam - tam, and tam - tam, du tam - tam, large tam - tam, le tam - tam, of tam - tam, or tam - tam, the tam - tam	[lemma] *: tam - tam and, tam - tam are, tam - tam has, tam - tam in, tam - tam is, tam - tam of, tam - tam or, tam - tam to, tam - tam was, tam - tam with
n03888257	parachute	* [lemma]: A parachute, The parachute, a parachute, and parachute, by parachute, his parachute, my parachute, of parachute, the parachute, to parachute	[lemma] *: parachute and, parachute from, parachute harness, parachute in, parachute is, parachute jump, parachute jumping, parachute to, parachute troops, parachute was
n03888257	chute	* [lemma]: The chute, a chute, and chute, coal chute, his chute, la chute, of chute, or chute, sa chute, the chute	[lemma] *: chute and, chute at, chute de, chute in, chute into, chute is, chute of, chute or, chute to, chute was
n03692522	loupe	* [lemma]: &#39;s loupe, Guada loupe, _ loupe, a loupe, binocular loupe, la loupe, magnifying loupe, or loupe, the loupe, une loupe	[lemma] *: loupe and, loupe binoculaire, loupe de, loupe for, loupe in, loupe is, loupe magnification, loupe of, loupe or, loupe to
n03692522	jeweler  s loupe	* [lemma]: 	[lemma] *: 
n04350905	suit	* [lemma]: a suit, any suit, his suit, not suit, of suit, the suit, this suit, to suit, will suit, would suit	[lemma] *: suit against, suit and, suit for, suit his, suit in, suit is, suit of, suit the, suit to, suit was
n04350905	suit of clothes	* [lemma]: A suit of clothes, a suit of clothes, best suit of clothes, complete suit of clothes, decent suit of clothes, fine suit of clothes, good suit of clothes, new suit of clothes, one suit of clothes, the suit of clothes	[lemma] *: suit of clothes and, suit of clothes for, suit of clothes from, suit of clothes he, suit of clothes in, suit of clothes of, suit of clothes on, suit of clothes that, suit of clothes to, suit of clothes which
n09468604	valley	* [lemma]: The valley, a valley, and valley, beautiful valley, deep valley, fertile valley, great valley, narrow valley, the valley, this valley	[lemma] *: valley and, valley below, valley between, valley in, valley is, valley of, valley on, valley to, valley was, valley which
n09468604	vale	* [lemma]: &#39;s vale, The vale, a vale, and vale, beautiful vale, fertile vale, narrow vale, rich vale, the vale, this vale	[lemma] *: vale and, vale below, vale between, vale in, vale is, vale of, vale on, vale to, vale which, vale with
n03325584	feather boa	* [lemma]: &#39;s feather boa, a feather boa, and feather boa, black feather boa, her feather boa, long feather boa, ostrich feather boa, pink feather boa, the feather boa, white feather boa	[lemma] *: feather boa about, feather boa and, feather boa around, feather boa in, feather boa kelp, feather boa round, feather boa that, feather boa to, feather boa was, feather boa which
n03325584	boa	* [lemma]: The boa, _ boa, a boa, and boa, feather boa, great boa, huge boa, of boa, or boa, the boa	[lemma] *: boa &#39;s, boa and, boa constrictor, boa constrictors, boa in, boa is, boa of, boa or, boa round, boa was
n02939185	caldron	* [lemma]: &#39;s caldron, The caldron, a caldron, boiling caldron, great caldron, huge caldron, large caldron, or caldron, seething caldron, the caldron	[lemma] *: caldron and, caldron for, caldron in, caldron is, caldron of, caldron on, caldron or, caldron to, caldron was, caldron with
n02939185	cauldron	* [lemma]: &#39;s cauldron, The cauldron, a cauldron, boiling cauldron, great cauldron, huge cauldron, large cauldron, or cauldron, seething cauldron, the cauldron	[lemma] *: cauldron and, cauldron in, cauldron is, cauldron of, cauldron or, cauldron that, cauldron to, cauldron was, cauldron which, cauldron with
n01693334	green lizard	* [lemma]: The green lizard, a green lizard, beautiful green lizard, bright green lizard, common green lizard, large green lizard, little green lizard, pretty green lizard, small green lizard, the green lizard	[lemma] *: green lizard &#39;s, green lizard and, green lizard has, green lizard in, green lizard is, green lizard of, green lizard on, green lizard that, green lizard which, green lizard with
n01693334	Lacerta viridis	* [lemma]: _ Lacerta viridis, and Lacerta viridis, in Lacerta viridis, lizard Lacerta viridis, of Lacerta viridis	[lemma] *: Lacerta viridis Laur, Lacerta viridis and
n01532829	house finch	* [lemma]: A house finch, The house finch, _ house finch, a house finch, and house finch, common house finch, female house finch, male house finch, of house finch, the house finch	[lemma] *: house finch &#39;s, house finch and, house finch has, house finch in, house finch is, house finch or, house finch was
n01532829	linnet	* [lemma]: A linnet, The linnet, a linnet, and linnet, common linnet, green linnet, little linnet, of linnet, or linnet, the linnet	[lemma] *: linnet &#39;s, linnet and, linnet in, linnet is, linnet of, linnet on, linnet or, linnet sings, linnet to, linnet was
n01532829	Carpodacus mexicanus	* [lemma]: FINCH Carpodacus mexicanus, Finch Carpodacus mexicanus, _ Carpodacus mexicanus, finch Carpodacus mexicanus	[lemma] *: Carpodacus mexicanus _, Carpodacus mexicanus frontalis
n03131574	crib	* [lemma]: &#39;s crib, a crib, corn crib, her crib, his crib, little crib, of crib, or crib, the crib, tool crib	[lemma] *: crib and, crib at, crib for, crib in, crib is, crib of, crib or, crib to, crib was, crib with
n03131574	cot	* [lemma]: &#39;s cot, _ cot, a cot, and cot, her cot, his cot, little cot, my cot, sin cot, the cot	[lemma] *: cot a, cot and, cot in, cot is, cot of, cot on, cot or, cot to, cot was, cot with
n07718747	artichoke	* [lemma]: Jerusalem artichoke, The artichoke, an artichoke, and artichoke, globe artichoke, of artichoke, or artichoke, our artichoke, the artichoke, wild artichoke	[lemma] *: artichoke and, artichoke are, artichoke bottoms, artichoke hearts, artichoke in, artichoke is, artichoke leaf, artichoke leaves, artichoke or, artichoke was
n07718747	globe artichoke	* [lemma]: The globe artichoke, _ globe artichoke, a globe artichoke, and globe artichoke, as globe artichoke, in globe artichoke, of globe artichoke, or globe artichoke, the globe artichoke	[lemma] *: globe artichoke and, globe artichoke are, globe artichoke in, globe artichoke is, globe artichoke or
n07753275	pineapple	* [lemma]: The pineapple, a pineapple, and pineapple, canned pineapple, crushed pineapple, fresh pineapple, of pineapple, or pineapple, the pineapple, with pineapple	[lemma] *: pineapple and, pineapple chunks, pineapple fields, pineapple in, pineapple industry, pineapple is, pineapple juice, pineapple or, pineapple plantations, pineapple plants
n07753275	ananas	* [lemma]: Bromelia ananas, The ananas, _ ananas, and ananas, bromelia ananas, d&#39; ananas, of ananas, ripe ananas, the ananas, wild ananas	[lemma] *: ananas _, ananas and, ananas are, ananas et, ananas in, ananas is, ananas of, ananas or, ananas to, ananas was
n01697457	African crocodile	* [lemma]: The African crocodile, West African crocodile, an African crocodile, the African crocodile	[lemma] *: African crocodile is
n01697457	Nile crocodile	* [lemma]: A Nile crocodile, The Nile crocodile, _ Nile crocodile, a Nile crocodile, and Nile crocodile, endangered Nile crocodile, female Nile crocodile, of Nile crocodile, the Nile crocodile	[lemma] *: Nile crocodile &#39;s, Nile crocodile Crocodylus, Nile crocodile and, Nile crocodile are, Nile crocodile can, Nile crocodile has, Nile crocodile in, Nile crocodile is, Nile crocodile of, Nile crocodile was
n01697457	Crocodylus niloticus	* [lemma]: _ Crocodylus niloticus, and Crocodylus niloticus, crocodile Crocodylus niloticus, in Crocodylus niloticus, of Crocodylus niloticus	[lemma] *: Crocodylus niloticus Laurenti, Crocodylus niloticus and
n02129604	tiger	* [lemma]: A tiger, Bengal tiger, The tiger, a tiger, and tiger, his tiger, of tiger, or tiger, royal tiger, the tiger	[lemma] *: tiger &#39;s, tiger and, tiger had, tiger in, tiger is, tiger of, tiger or, tiger to, tiger was, tiger with
n02129604	Panthera tigris	* [lemma]: Tiger Panthera tigris, _ Panthera tigris, and Panthera tigris, is Panthera tigris, of Panthera tigris, pardus Panthera tigris, species Panthera tigris, tiger Panthera tigris	[lemma] *: Panthera tigris Panthera, Panthera tigris altaica, Panthera tigris amoyensis, Panthera tigris balica, Panthera tigris corbetti, Panthera tigris longipilis, Panthera tigris sondaica, Panthera tigris sumatrae, Panthera tigris tigris, Panthera tigris virgata
n03085013	computer keyboard	* [lemma]: A computer keyboard, The computer keyboard, a computer keyboard, her computer keyboard, his computer keyboard, or computer keyboard, personal computer keyboard, standard computer keyboard, the computer keyboard, your computer keyboard	[lemma] *: computer keyboard and, computer keyboard as, computer keyboard for, computer keyboard has, computer keyboard in, computer keyboard is, computer keyboard or, computer keyboard that, computer keyboard to, computer keyboard with
n03085013	keypad	* [lemma]: &#39;s keypad, Numeric keypad, The keypad, a keypad, and keypad, numeric keypad, numerical keypad, or keypad, telephone keypad, the keypad	[lemma] *: keypad and, keypad for, keypad is, keypad keys, keypad of, keypad on, keypad or, keypad that, keypad to, keypad with
n07718472	cucumber	* [lemma]: The cucumber, a cucumber, and cucumber, in cucumber, of cucumber, or cucumber, sea cucumber, the cucumber, wild cucumber, with cucumber	[lemma] *: cucumber and, cucumber beetle, cucumber in, cucumber is, cucumber mosaic, cucumber or, cucumber plants, cucumber salad, cucumber sandwiches, cucumber tree
n07718472	cuke	* [lemma]: Le cuke, The cuke, _ cuke, a cuke, and cuke, du cuke, le cuke, of cuke, the cuke, to cuke	[lemma] *: cuke and, cuke de, cuke des, cuke for, cuke in, cuke is, cuke of, cuke to
n07693725	bagel	* [lemma]: 1 bagel, The bagel, a bagel, and bagel, her bagel, his bagel, of bagel, or bagel, the bagel, toasted bagel	[lemma] *: bagel and, bagel chips, bagel halves, bagel in, bagel is, bagel on, bagel or, bagel shop, bagel to, bagel with
n07693725	beigel	* [lemma]: 	[lemma] *: 
