"relevance"	"synsetid"	"queryexpansion"
0.1554873111	"n07697537"	"heated red hot"
0.155466165	"n07697537"	"second hot dog"
0.1539686443	"n07697537"	"tongs red hot"
0.1537186351	"n07697537"	"term hot dog"
0.1526589684	"n07697537"	"last hot dog"
0.1525552494	"n07697537"	"Island hot dog"
0.1521195757	"n07697537"	"heat red hot"
0.1482075319	"n07697537"	"charcoal red hot"
0.1430591273	"n07697537"	"tube red hot"
0.1430440949	"n07697537"	"iron red hot"
0.1420495699	"n07697537"	"metal red hot"
0.1414215404	"n07697537"	"bright red hot"
0.1414176787	"n07697537"	"inside red hot"
0.138480644	"n07697537"	"wire red hot"
0.1372798961	"n07697537"	"steel red hot"
0.1361659105	"n07697537"	"first red hot"
0.1346526948	"n07697537"	"small red hot"
0.134547321	"n07697537"	"time red hot"
0.1326043388	"n07697537"	"earth red hot"
0.1317687301	"n07697537"	"hot dog in the park"
0.1306887521	"n07697537"	"poker red hot"
0.1289919709	"n07697537"	"stones red hot"
0.1284899676	"n07697537"	"large red hot"
0.1272671737	"n07697537"	"hot dog in the other"
0.1235930733	"n07697537"	"red hot in the coals"
0.123381707	"n07697537"	"platinum red hot"
0.1233254352	"n07697537"	"red hot in the sun"
0.1203665668	"n07697537"	"red hot in the flame"
0.1199165278	"n07697537"	"red hot in the middle"
0.1194035613	"n07697537"	"red hot in the furnace"
0.1162690162	"n07697537"	"red hot in the Fire"
0.1162690162	"n07697537"	"red hot in the fire"
0.1156470458	"n07697537"	"red hot in the air"
0.11318453	"n07697537"	"red hot in the center"
0.0780747218	"n07697537"	"long hotdog"
0.0780292337	"n07697537"	"little hotdog"
0.0502448742	"n07697537"	"American hotdog"
0.2406202323	"n07711569"	"garlic mashed potato"
0.2393093344	"n07711569"	"fried mashed potato"
0.2264424232	"n07711569"	"creamy mashed potato"
0.2264424232	"n07711569"	"creamy mashed potato"
0.2193468367	"n07711569"	"tablespoons mashed potato"
0.2165220593	"n07711569"	"fluffy mashed potato"
0.2139276625	"n07711569"	"hot mashed potato"
0.21257424	"n07711569"	"little mashed potato"
0.2112552378	"n07711569"	"cups mashed potato"
0.2093318597	"n07711569"	"cup mashed potato"
0.2088996331	"n07711569"	"lumpy mashed potato"
0.2060412601	"n07711569"	"cold mashed potato"
0.2010780558	"n07711569"	"grams mashed potato"
0.1938555985	"n07711569"	"instant mashed potato"
0.1938555985	"n07711569"	"instant mashed potato"
0.1938555985	"n07711569"	"Instant mashed potato"
0.1158479705	"n07714571"	"large head cabbage"
0.1150352891	"n07714571"	"small head cabbage"
0.1098721628	"n07714571"	"white head cabbage"
0.0986577495	"n07714571"	"medium head cabbage"
0.0986577495	"n07714571"	"medium head cabbage"
0.309335952	"n07714990"	"green broccoli"
0.2282763505	"n07714990"	"purple broccoli"
0.1787494224	"n07714990"	"cauliflower broccoli"
0.1583261549	"n07714990"	"head broccoli"
0.1523732983	"n07714990"	"white broccoli"
0.1286169695	"n07714990"	"chopped broccoli"
0.1255992181	"n07714990"	"pale broccoli"
0.1222448761	"n07714990"	"bunch broccoli"
0.1174359414	"n07714990"	"Cape broccoli"
0.1083327332	"n07714990"	"frozen broccoli"
0.1034899249	"n07714990"	"broccoli is grown"
0.1001313063	"n07714990"	"fresh broccoli"
0.0995412361	"n07714990"	"Place broccoli"
0.0942568562	"n07714990"	"cups broccoli"
0.0938405147	"n07714990"	"broccoli in the same"
0.0902482677	"n07714990"	"cup broccoli"
0.0801813071	"n07714990"	"broccoli is sold"
0.0744418135	"n07714990"	"Chinese broccoli"
0.0719896363	"n07714990"	"Cook broccoli"
0.0694463764	"n07714990"	"broccoli is cooking"
0.0683118003	"n07714990"	"cooked broccoli"
0.0672444888	"n07714990"	"broccoli is done"
0.0655220547	"n07714990"	"raw broccoli"
0.0609502549	"n07714990"	"broccoli is heated"
0.0579391279	"n07714990"	"broccoli is cooked"
0.0349628382	"n07714990"	"pound broccoli"
0.0314729759	"n07714990"	"pounds broccoli"
0.2567928917	"n07715103"	"white cauliflower"
0.1629176984	"n07715103"	"small cauliflower"
0.1619575384	"n07715103"	"head cauliflower"
0.1493568161	"n07715103"	"cabbage cauliflower"
0.1455995576	"n07715103"	"large cauliflower"
0.0905642812	"n07715103"	"cauliflower in the center"
0.0858758034	"n07715103"	"medium cauliflower"
0.0849201812	"n07715103"	"winter cauliflower"
0.0835310592	"n07715103"	"huge cauliflower"
0.0815591999	"n07715103"	"raw cauliflower"
0.0783790833	"n07715103"	"cups cauliflower"
0.0662827834	"n07715103"	"cup cauliflower"
0.0643587154	"n07715103"	"late cauliflower"
0.0607673878	"n07715103"	"boiled cauliflower"
0.0597316772	"n07715103"	"cauliflower is grown"
0.0576115133	"n07715103"	"Cook cauliflower"
0.0568366252	"n07715103"	"early cauliflower"
0.0562931986	"n07715103"	"cooked cauliflower"
0.0561768751	"n07715103"	"cauliflower was cooked"
0.0559291534	"n07715103"	"cauliflower is cooked"
0.050900705	"n07715103"	"prize cauliflower"
0.0496958901	"n07715103"	"cauliflower is done"
0.0494396871	"n07715103"	"Place cauliflower"
0.0488839268	"n07715103"	"summer cauliflower"
0.0483418237	"n07715103"	"fine cauliflower"
0.0467550701	"n07715103"	"cauliflower is cooking"
0.0385152235	"n07715103"	"cauliflower was set"
0.1857361635	"n07716358"	"small courgette"
0.1857361635	"n07716358"	"small zucchini"
0.1586192075	"n07716358"	"green zucchini"
0.1551872474	"n07716358"	"size zucchini"
0.1545826852	"n07716358"	"large courgette"
0.1545826852	"n07716358"	"large zucchini"
0.1394025878	"n07716358"	"unpeeled zucchini"
0.1304643901	"n07716358"	"yellow courgette"
0.1287062277	"n07716358"	"Slice zucchini"
0.1122985016	"n07716358"	"raw zucchini"
0.1121965854	"n07716358"	"medium courgette"
0.1121965854	"n07716358"	"medium zucchini"
0.1121965854	"n07716358"	"medium zucchini"
0.1119317998	"n07716358"	"zucchini is cooked"
0.1106013352	"n07716358"	"fried courgette"
0.1106013352	"n07716358"	"fried zucchini"
0.1035139862	"n07716358"	"sliced zucchini"
0.1018405508	"n07716358"	"Cook zucchini"
0.1003077366	"n07716358"	"cups zucchini"
0.0976535426	"n07716358"	"cup zucchini"
0.0968175267	"n07716358"	"grated zucchini"
0.0949131788	"n07716358"	"pounds zucchini"
0.0943885222	"n07716358"	"zucchini is done"
0.09286811	"n07716358"	"Cut zucchini"
0.0896601104	"n07716358"	"pound zucchini"
0.087634191	"n07716358"	"Place zucchini"
0.0707338674	"n07716358"	"baby zucchini"
0.1497655337	"n07716906"	"large spaghetti squash"
0.1486036918	"n07716906"	"small spaghetti squash"
0.14508784	"n07716906"	"cooked spaghetti squash"
0.1357969508	"n07716906"	"pound spaghetti squash"
0.1333362331	"n07716906"	"medium spaghetti squash"
0.1333362331	"n07716906"	"medium spaghetti squash"
0.1425692134	"n07717410"	"small acorn squash"
0.1377952566	"n07717410"	"large acorn squash"
0.1267082773	"n07717410"	"Baked acorn squash"
0.1267082773	"n07717410"	"baked acorn squash"
0.1247444254	"n07717410"	"Cut acorn squash"
0.1234999563	"n07717410"	"medium acorn squash"
0.1234999563	"n07717410"	"medium acorn squash"
0.1313543599	"n07717556"	"roasted butternut squash"
0.12950819	"n07717556"	"cup butternut squash"
0.1277209745	"n07717556"	"small butternut squash"
0.1269643636	"n07717556"	"large butternut squash"
0.1264267651	"n07717556"	"diced butternut squash"
0.1263795506	"n07717556"	"cups butternut squash"
0.123751802	"n07717556"	"baked butternut squash"
0.1237157238	"n07717556"	"pound butternut squash"
0.1237157238	"n07717556"	"pound butternut squash"
0.1225360734	"n07717556"	"cubed butternut squash"
0.1201448552	"n07717556"	"medium butternut squash"
0.1191530956	"n07717556"	"size butternut squash"
0.1178110521	"n07717556"	"pounds butternut squash"
0.1615666402	"n07718472"	"pickled cucumber"
0.137257435	"n07718472"	"Peel cucumber"
0.134780385	"n07718472"	"garden cucumber"
0.1253684781	"n07718472"	"slices cucumber"
0.124815711	"n07718472"	"striped cucumber"
0.1195335575	"n07718472"	"sliced cucumber"
0.1190942673	"n07718472"	"small cucumber"
0.1190359725	"n07718472"	"pickling cucumber"
0.1147678306	"n07718472"	"cucumber in the other"
0.1112346192	"n07718472"	"snake cucumber"
0.1079001657	"n07718472"	"cucumber in the hands"
0.1050149216	"n07718472"	"large cucumber"
0.0991766271	"n07718472"	"wild cucumber"
0.0975343364	"n07718472"	"cup cucumber"
0.0905148653	"n07718472"	"Sea cucumber"
0.0905148653	"n07718472"	"sea cucumber"
0.0873663014	"n07718472"	"medium cucumber"
0.079006157	"n07718472"	"cucumber is cut"
0.0788783176	"n07718472"	"cucumber is grown"
0.0775572811	"n07718472"	"young cucumber"
0.0715993694	"n07718472"	"cucumber was seen"
0.0710694783	"n07718472"	"spotted cucumber"
0.0697874176	"n07718472"	"cucumber is used"
0.063677466	"n07718472"	"common cucumber"
0.0579234242	"n07718472"	"old cucumber"
0.0412939601	"n07718472"	"star cucumber"
0.0245069999	"n07718472"	"Le cuke"
0.1338993755	"n07718747"	"sunflower artichoke"
0.1191442716	"n07718747"	"garden artichoke"
0.1191341916	"n07718747"	"green artichoke"
0.1101128365	"n07718747"	"fresh artichoke"
0.097687219	"n07718747"	"whole artichoke"
0.0960538837	"n07718747"	"wild artichoke"
0.0920051812	"n07718747"	"true artichoke"
0.0895100308	"n07718747"	"common artichoke"
0.0869740885	"n07718747"	"artichoke is grown"
0.0863109574	"n07718747"	"artichoke is cooked"
0.0853139752	"n07718747"	"large artichoke"
0.0845008127	"n07718747"	"artichoke is used"
0.0839727009	"n07718747"	"cup artichoke"
0.0822961627	"n07718747"	"artichoke is done"
0.0778637666	"n07718747"	"great artichoke"
0.0662285437	"n07718747"	"cans artichoke"
0.0627198371	"n07718747"	"Cook artichoke"
0.0599273969	"n07718747"	"Chinese artichoke"
0.0566058736	"n07718747"	"word artichoke"
0.0531857124	"n07718747"	"Globe artichoke"
0.0531857124	"n07718747"	"globe artichoke"
0.0530737516	"n07718747"	"French artichoke"
0.0489864635	"n07718747"	"name artichoke"
0.0341369904	"n07718747"	"Jerusalem artichoke"
0	"n07718747"	
0.2094013831	"n07720875"	"Red bell pepper"
0.2094013831	"n07720875"	"red bell pepper"
0.2049593271	"n07720875"	"yellow bell pepper"
0.1994767587	"n07720875"	"orange bell pepper"
0.1886914998	"n07720875"	"green bell pepper"
0.1886914998	"n07720875"	"Green bell pepper"
0.1886914998	"n07720875"	"Green bell pepper"
0.1660226521	"n07720875"	"small bell pepper"
0.1652815359	"n07720875"	"sweet bell pepper"
0.1622590202	"n07720875"	"large bell pepper"
0.1460832919	"n07720875"	"cup bell pepper"
0.146071884	"n07720875"	"medium bell pepper"
0.1392808234	"n07720875"	"chopped bell pepper"
0.1357486399	"n07720875"	"Cut bell pepper"
0.1322406238	"n07720875"	"Place bell pepper"
0.1288248241	"n07720875"	"Vi bell pepper"
0.1195886267	"n07720875"	"V2 bell pepper"
0.0955648409	"n07730033"	"large cardoon"
0.0833422018	"n07730033"	"wild cardoon"
0	"n07730033"	"grey cardoon"
0.2489247447	"n07734744"	"edible mushroom"
0.1536204112	"n07734744"	"poisonous mushroom"
0.1470078275	"n07734744"	"honey mushroom"
0.1443441173	"n07734744"	"garden mushroom"
0.1260015242	"n07734744"	"shiitake mushroom"
0.1225242197	"n07734744"	"large mushroom"
0.1154042691	"n07734744"	"meadow mushroom"
0.1127438377	"n07734744"	"little mushroom"
0.1120393059	"n07734744"	"wild mushroom"
0.1045770798	"n07734744"	"cultivated mushroom"
0.1036543013	"n07734744"	"small mushroom"
0.097695614	"n07734744"	"mushroom is eaten"
0.0970069437	"n07734744"	"mushroom in the forest"
0.0936558738	"n07734744"	"mushroom in the woods"
0.0911243039	"n07734744"	"mushroom in the dark"
0.0897306411	"n07734744"	"huge mushroom"
0.0863426699	"n07734744"	"straw mushroom"
0.0824834111	"n07734744"	"mushroom in the world"
0.080718024	"n07734744"	"mushroom in the sky"
0.0802366147	"n07734744"	"common mushroom"
0.0792565544	"n07734744"	"field mushroom"
0.0775792486	"n07734744"	"mushroom is found"
0.0767547176	"n07734744"	"mushroom is cultivated"
0.0745895596	"n07734744"	"great mushroom"
0.0740312633	"n07734744"	"mushroom was found"
0.0716527325	"n07734744"	"mushroom in the middle"
0.0710896267	"n07734744"	"horse mushroom"
0.0676612282	"n07734744"	"mushroom in the United"
0.067451024	"n07734744"	"cup mushroom"
0.0660940605	"n07734744"	"mushroom in the night"
0.0641325181	"n07734744"	"mushroom was growing"
0.0639900175	"n07734744"	"mushroom in the center"
0.0638845834	"n07734744"	"mushroom in the years"
0.0633474163	"n07734744"	"ring mushroom"
0.0608617304	"n07734744"	"mushroom is used"
0.0607066549	"n07734744"	"mushroom is shown"
0.0600904467	"n07734744"	"mushroom is considered"
0.0580206487	"n07734744"	"mushroom is produced"
0.0573137452	"n07734744"	"mushroom was used"
0.0556425729	"n07734744"	"mushroom is known"
0.052921639	"n07734744"	"mushroom is said"
0.0437735228	"n07734744"	"mushroom is called"
0.0418277904	"n07734744"	"button mushroom"
0.1173918628	"n07742313"	"tart Granny Smith"
0.1091476176	"n07742313"	"green Granny Smith"
0.1075299598	"n07742313"	"Delicious Granny Smith"
0.0950765698	"n07742313"	"crisp Granny Smith"
0.0906825846	"n07742313"	"small Granny Smith"
0.0847114647	"n07742313"	"pound Granny Smith"
0.0839024309	"n07742313"	"cups Granny Smith"
0.0805983326	"n07742313"	"medium Granny Smith"
0.0805983326	"n07742313"	"medium Granny Smith"
0.0805691093	"n07742313"	"large Granny Smith"
0.0782048661	"n07742313"	"2 Granny Smith"
0.0773472976	"n07742313"	"pounds Granny Smith"
0.283008054	"n07745940"	"red strawberry"
0.1972990826	"n07745940"	"white strawberry"
0.1712754074	"n07745940"	"ripe strawberry"
0.1559213599	"n07745940"	"fresh strawberry"
0.1521084411	"n07745940"	"little strawberry"
0.1502709236	"n07745940"	"Chili strawberry"
0.1340141996	"n07745940"	"garden strawberry"
0.1324107706	"n07745940"	"wild strawberry"
0.1239849542	"n07745940"	"wood strawberry"
0.1239849542	"n07745940"	"Wood strawberry"
0.114703989	"n07745940"	"cup strawberry"
0.1128913891	"n07745940"	"crushed strawberry"
0.1109351411	"n07745940"	"large strawberry"
0.1016371282	"n07745940"	"strawberry in the middle"
0.096401035	"n07745940"	"strawberry in the woods"
0.0936353571	"n07745940"	"strawberry was cultivated"
0.0852195877	"n07745940"	"strawberry in the center"
0.0788305095	"n07745940"	"strawberry is grown"
0.0784102342	"n07745940"	"strawberry is thought"
0.0750190728	"n07745940"	"mountain strawberry"
0.0703670696	"n07745940"	"Alpine strawberry"
0.0689961261	"n07745940"	"word strawberry"
0.0642474988	"n07745940"	"strawberry is found"
0.0638039622	"n07745940"	"new strawberry"
0.0555358846	"n07745940"	"strawberry is propagated"
0.0547912364	"n07745940"	"field strawberry"
0.0480484974	"n07745940"	"strawberry was introduced"
0.0449644885	"n07745940"	"Wilson strawberry"
0.0360031579	"n07745940"	"Virginia strawberry"
0.1450759863	"n07747607"	"osage orange"
0.1429601156	"n07747607"	"reddish orange"
0.1257033114	"n07747607"	"mandarin orange"
0.1194123954	"n07747607"	"light orange"
0.1160899663	"n07747607"	"orange in the other"
0.1149237938	"n07747607"	"orange in the autumn"
0.1134035177	"n07747607"	"orange in the sun"
0.1129549281	"n07747607"	"bright orange"
0.1113071351	"n07747607"	"dark orange"
0.1071288305	"n07747607"	"pale orange"
0.1031609684	"n07747607"	"sweet orange"
0.1017879247	"n07747607"	"Valencia orange"
0.1016481134	"n07747607"	"orange in the west"
0.1010289066	"n07747607"	"orange in the middle"
0.1000419881	"n07747607"	"orange in the fall"
0.0997151951	"n07747607"	"small orange"
0.099377861	"n07747607"	"large orange"
0.0973808565	"n07747607"	"orange in the morning"
0.0926057037	"n07747607"	"orange in the throat"
0.0903929202	"n07747607"	"orange in the male"
0.0874064458	"n07747607"	"cup orange"
0.0831911666	"n07747607"	"deep orange"
0.0764862324	"n07747607"	"China orange"
0.0763663213	"n07747607"	"methyl orange"
0.0754789892	"n07747607"	"orange in the centre"
0.0686658284	"n07747607"	"orange was added"
0.0644327569	"n07747607"	"orange is cut"
0.0624364726	"n07747607"	"legs orange"
0.0622309558	"n07747607"	"orange was thrown"
0.0607692294	"n07747607"	"orange was brought"
0.0606851596	"n07747607"	"orange is made"
0.0603733416	"n07747607"	"orange was squeezed"
0.0602662186	"n07747607"	"orange was found"
0.0596931222	"n07747607"	"orange was given"
0.057720627	"n07747607"	"orange is added"
0.0573596412	"n07747607"	"rich orange"
0.0556095977	"n07747607"	"orange is grown"
0.0533360371	"n07747607"	"orange is seen"
0.0524182864	"n07747607"	"orange was used"
0.0522917208	"n07747607"	"feet orange"
0.051704545	"n07747607"	"orange is produced"
0.0493210172	"n07747607"	"orange is found"
0.0452819821	"n07747607"	"orange was known"
0.0431586687	"n07747607"	"orange was introduced"
0.041473085	"n07747607"	"orange is used"
0.0343367806	"n07747607"	"orange is known"
0.0298665228	"n07747607"	"orange was conceived"
0.0252474047	"n07747607"	"orange is obtained"
0	"n07747607"	"acridine orange"
0	"n07747607"	"Seville orange"
0.2354360681	"n07749582"	"sweet lemon"
0.1901351345	"n07749582"	"pale lemon"
0.187054114	"n07749582"	"fresh lemon"
0.1743984389	"n07749582"	"grated lemon"
0.1718695007	"n07749582"	"slice lemon"
0.1712578273	"n07749582"	"bright lemon"
0.1633786088	"n07749582"	"sliced lemon"
0.1578288403	"n07749582"	"little lemon"
0.14126853	"n07749582"	"tablespoons lemon"
0.1410010517	"n07749582"	"light lemon"
0.1407646583	"n07749582"	"water lemon"
0.1351617082	"n07749582"	"lemon in the glass"
0.1282628307	"n07749582"	"lemon in the garden"
0.127533704	"n07749582"	"cup lemon"
0.1273686503	"n07749582"	"lemon in the water"
0.1258807336	"n07749582"	"teaspoon lemon"
0.1254885119	"n07749582"	"lemon in the tea"
0.1243950443	"n07749582"	"lemon in the mouth"
0.1208657096	"n07749582"	"lemon in the other"
0.1155580411	"n07749582"	"small lemon"
0.1153467716	"n07749582"	"teaspoons lemon"
0.1097041465	"n07749582"	"lemon in the middle"
0.106648964	"n07749582"	"large lemon"
0.1022784731	"n07749582"	"lemon in the house"
0.0946120509	"n07749582"	"lemon was squeezed"
0.0942147346	"n07749582"	"lemon in the center"
0.0910270103	"n07749582"	"lemon is squeezed"
0.0893002153	"n07749582"	"California lemon"
0.0876286916	"n07749582"	"lemon is cut"
0.0804470976	"n07749582"	"lemon in the centre"
0.0799811035	"n07749582"	"lemon was found"
0.0769771534	"n07749582"	"lemon is grown"
0.0769629411	"n07749582"	"lemon was added"
0.0733779004	"n07749582"	"lemon is added"
0.0676954378	"n07749582"	"lemon was brought"
0.0665975934	"n07749582"	"lemon is put"
0.0625233572	"n07749582"	"lemon is defined"
0.0597336043	"n07749582"	"lemon was used"
0.0591504704	"n07749582"	"lemon is placed"
0.0561485637	"n07749582"	"lemon is used"
0.0559410989	"n07749582"	"lemon is served"
0.0503835026	"n07749582"	"V2 lemon"
0.0502382143	"n07749582"	"lemon is considered"
0.0455066332	"n07749582"	"lemon was introduced"
0.0396338262	"n07749582"	"Vi lemon"
0	"n07749582"	"T. lemon"
0.1387033558	"n07753113"	"large fig"
0.1296482426	"n07753113"	"barren fig"
0.1195049185	"n07753113"	"wild fig"
0.1162859903	"n07753113"	"specimen fig"
0.1162398062	"n07753113"	"own fig"
0.1040307483	"n07753113"	"fig was planted"
0.1019610459	"n07753113"	"fig is pollinated"
0.1006221345	"n07753113"	"sacred fig"
0.0995245084	"n07753113"	"fig is cultivated"
0.0902952008	"n07753113"	"fig is grown"
0.0871610853	"n07753113"	"fig is used"
0.0852994846	"n07753113"	"fig was used"
0.0840860456	"n07753113"	"fig is given"
0.0822244449	"n07753113"	"fig was given"
0.0771337579	"n07753113"	"diagram fig"
0.073575217	"n07753113"	"section fig"
0.0646893456	"n07753113"	"fig is called"
0.0644250656	"n07753113"	"Indian fig"
0.0625430486	"n07753113"	"Text fig"
0.0625430486	"n07753113"	"text fig"
0.0610071793	"n07753113"	"old fig"
0.0606936	"n07753113"	"fig is said"
0.0541678344	"n07753113"	"A. fig"
0.0464196248	"n07753113"	"fig was introduced"
0.0439198461	"n07753113"	"I. fig"
0.0297721101	"n07753113"	"cf. fig"
0.0294838715	"n07753113"	"vide fig"
0	"n07753113"	"X. fig"
0	"n07753113"	"Smyrna fig"
-0.001167922	"n07753113"	"V. fig"
0.1524463447	"n07753275"	"large pineapple"
0.1332479565	"n07753275"	"ripe ananas"
0.1332479565	"n07753275"	"ripe pineapple"
0.1183029185	"n07753275"	"fresh pineapple"
0.1153559327	"n07753275"	"slices pineapple"
0.1150531742	"n07753275"	"grated pineapple"
0.1093419594	"n07753275"	"sliced pineapple"
0.1076454106	"n07753275"	"pineapple is grown"
0.1075601444	"n07753275"	"wild ananas"
0.1075601444	"n07753275"	"wild pineapple"
0.1073107253	"n07753275"	"slice pineapple"
0.1007164899	"n07753275"	"unsweetened pineapple"
0.0960729528	"n07753275"	"pineapple in the middle"
0.0946246935	"n07753275"	"pineapple in the other"
0.094096068	"n07753275"	"crushed pineapple"
0.0934858209	"n07753275"	"pineapple is being"
0.0880537308	"n07753275"	"cup pineapple"
0.0877676775	"n07753275"	"pineapple in the world"
0.0868716619	"n07753275"	"pineapple in the bottom"
0.0859711512	"n07753275"	"pineapple in the center"
0.0845447443	"n07753275"	"Hawaiian pineapple"
0.0845107208	"n07753275"	"cups pineapple"
0.0827119196	"n07753275"	"pineapple is heated"
0.0821519836	"n07753275"	"pineapple is used"
0.0800738421	"n07753275"	"pineapple is added"
0.0791845495	"n07753275"	"Cut pineapple"
0.0780474558	"n07753275"	"pineapple is produced"
0.0771950756	"n07753275"	"pineapple is called"
0.0760192224	"n07753275"	"pineapple was used"
0.0757547389	"n07753275"	"tablespoons pineapple"
0.0725823411	"n07753275"	"Canned pineapple"
0.0725823411	"n07753275"	"canned pineapple"
0.0662832603	"n07753275"	"pineapple was introduced"
0.060117076	"n07753275"	"Drain pineapple"
0.0521536499	"n07753275"	"Dole pineapple"
0.0407635757	"n07753275"	"Place pineapple"
0.0130553476	"n07753275"	"l&#39; ananas"
0.0130553476	"n07753275"	"L&#39; ananas"
0.010465357	"n07753275"	"E. ananas"
0	"n07753275"	"Bromelia ananas"
0	"n07753275"	"outspreading ananas"
0	"n07753275"	"bromelia ananas"
0	"n07753275"	"pineapple ananas"
0	"n07753275"	"Bromelia ananas"
0	"n07753275"	"Erwinia ananas"
0.159412461	"n07753592"	"leaved banana"
0.1424777923	"n07753592"	"dry banana"
0.1405494972	"n07753592"	"dried banana"
0.1336684009	"n07753592"	"green banana"
0.1274498463	"n07753592"	"ripe banana"
0.1200988478	"n07753592"	"banana in the dish"
0.1194973369	"n07753592"	"small banana"
0.1155375987	"n07753592"	"dwarf banana"
0.1130983608	"n07753592"	"banana in the pail"
0.1113365421	"n07753592"	"large banana"
0.1078899769	"n07753592"	"banana in the middle"
0.1067137027	"n07753592"	"Jamaica banana"
0.1045937589	"n07753592"	"banana in the same"
0.1042729972	"n07753592"	"banana in the blender"
0.1037821786	"n07753592"	"banana in the other"
0.1020950242	"n07753592"	"banana in the gardens"
0.1005870758	"n07753592"	"cup banana"
0.0976219234	"n07753592"	"wild banana"
0.0963271893	"n07753592"	"medium banana"
0.0940497649	"n07753592"	"banana is eaten"
0.0922529312	"n07753592"	"banana was eaten"
0.0913518232	"n07753592"	"banana is cultivated"
0.0895549895	"n07753592"	"banana was cultivated"
0.0873740931	"n07753592"	"young banana"
0.0870925574	"n07753592"	"banana in the world"
0.0862009031	"n07753592"	"banana is grown"
0.0857157173	"n07753592"	"banana is planted"
0.0823571545	"n07753592"	"banana in the fire"
0.0806269452	"n07753592"	"few banana"
0.0799155157	"n07753592"	"banana in the Philippines"
0.0797473118	"n07753592"	"banana was hung"
0.0780880456	"n07753592"	"word banana"
0.0724547633	"n07753592"	"banana is found"
0.0708553155	"n07753592"	"export banana"
0.0698105226	"n07753592"	"banana is called"
0.0678686139	"n07753592"	"banana was given"
0.0676398714	"n07753592"	"banana is used"
0.0659612281	"n07753592"	"banana was brought"
0.065897785	"n07753592"	"banana was put"
0.0658430377	"n07753592"	"banana was used"
0.0625724114	"n07753592"	"banana is placed"
0.0613682359	"n07753592"	"banana is said"
0.0607755776	"n07753592"	"banana was placed"
0.0602527842	"n07753592"	"banana is propagated"
0.0584691276	"n07753592"	"Michel banana"
0.0528599015	"n07753592"	"banana was introduced"
0.0519804631	"n07753592"	"banana was suspended"
0.0296995237	"n07753592"	"Company banana"
0.028586411	"n07753592"	"world banana"
0	"n07753592"	"U.S. banana"
0.1424737703	"n07754684"	"jack in the same"
0.1362907137	"n07754684"	"jack in the back"
0.1358834688	"n07754684"	"jack in the place"
0.1294604251	"n07754684"	"jack in the field"
0.1289429259	"n07754684"	"jack in the chimney"
0.1289096775	"n07754684"	"jack in the usual"
0.1280287745	"n07754684"	"jack in the corner"
0.1277931154	"n07754684"	"jack in the wall"
0.1274475333	"n07754684"	"jack in the box"
0.1208920107	"n07754684"	"jack in the pulpit"
0.10975786	"n07754684"	"jack is coming"
0.1091221774	"n07754684"	"unripe jackfruit"
0.1076744806	"n07754684"	"raw jackfruit"
0.1076021322	"n07754684"	"jack is seen"
0.1069933865	"n07754684"	"small jack"
0.1068270258	"n07754684"	"jack is used"
0.1063936171	"n07754684"	"jack is made"
0.1021570749	"n07754684"	"black jack"
0.1020139718	"n07754684"	"wild jackfruit"
0.1008263473	"n07754684"	"jack is shown"
0.1002065139	"n07754684"	"jack is removed"
0.0982433321	"n07754684"	"ripe jackfruit"
0.0982433321	"n07754684"	"ripe jak"
0.0977358857	"n07754684"	"yellow jack"
0.0973606288	"n07754684"	"jack is provided"
0.0968529544	"n07754684"	"jack was used"
0.0964195457	"n07754684"	"jack was made"
0.0963490305	"n07754684"	"large jackfruit"
0.0963490305	"n07754684"	"large jack"
0.0954436765	"n07754684"	"jack is placed"
0.09449404	"n07754684"	"jack is connected"
0.0942055035	"n07754684"	"jack is moved"
0.0928812405	"n07754684"	"green jackfruit"
0.091952098	"n07754684"	"jack was flying"
0.0915817276	"n07754684"	"jack was set"
0.0902324425	"n07754684"	"jack was removed"
0.0896977664	"n07754684"	"jack was run"
0.0857409277	"n07754684"	"young jackfruit"
0.0857409277	"n07754684"	"young jak"
0.0854696051	"n07754684"	"jack was placed"
0.0852474861	"n07754684"	"huge jackfruit"
0.0852474861	"n07754684"	"huge jack"
0.0842025402	"n07754684"	"jack was thrown"
0.0835198932	"n07754684"	"man jack"
0.0815412772	"n07754684"	"common jack"
0.0812347576	"n07754684"	"jack was lowered"
0.0775967828	"n07754684"	"jack was hoisted"
0.0772260948	"n07754684"	"big jackfruit"
0.0693565836	"n07754684"	"output jack"
0.0691334541	"n07754684"	"spring jack"
0.0638256894	"n07754684"	"jest jak"
0.0620656322	"n07754684"	"trunk jack"
0.0619046079	"n07754684"	"old jackfruit"
0.0619046079	"n07754684"	"old jack"
0.0583021314	"n07754684"	"line jack"
0.0537423612	"n07754684"	"screw jack"
0.0506638212	"n07754684"	"hydraulic jack"
0.0467008733	"n07754684"	"English jack"
0.0449541298	"n07754684"	"multiple jack"
0.0443036949	"n07754684"	"jumping jack"
0.0395722495	"n07754684"	"union jack"
0.0323067843	"n07754684"	"phone jack"
0.0258144023	"n07754684"	"telephone jack"
0	"n07754684"	"adresy jak"
0	"n07754684"	"Podobnie jak"
0	"n07754684"	"podobnie jak"
0.126713296	"n07760859"	"wild custard apple"
0.1180075134	"n07760859"	"true custard apple"
0.1650261435	"n07768694"	"red pomegranate"
0.1596600725	"n07768694"	"pomegranate in the other"
0.1541616575	"n07768694"	"large pomegranate"
