n02268443	dragonfly	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: adult dragonfly, blue dragonfly, giant dragonfly, green dragonfly, large dragonfly, male dragonfly, red dragonfly, small dragonfly, winged dragonfly, young dragonfly	[lemma] in the *: 	*_NOUN [lemma]: adult dragonfly, darner dragonfly, emerald dragonfly, hawker dragonfly, skimmer dragonfly, zone dragonfly
n03777754	modem	[lemma] was *_VERB: modem was connected, modem was considered, modem was designed, modem was detected, modem was developed, modem was installed	[lemma] is *_VERB: modem is attached, modem is connected, modem is designed, modem is installed, modem is needed, modem is receiving, modem is required, modem is set, modem is turned	*_ADJ [lemma]: best modem, early modem, external modem, first modem, internal modem, many modem, more modem, most modem, null modem, other modem	[lemma] in the *: modem in the Modem, modem in the computer, modem in the list, modem in the sense	*_NOUN [lemma]: Hayes modem, Kbps modem, baud modem, bps modem, cable modem, computer modem, data modem, fax modem, telephone modem, word modem
n04590129	window shade	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: dark window shade, drawn window shade, flapping window shade, green window shade, new window shade, old window shade, opaque window shade, ordinary window shade, torn window shade, white window shade	[lemma] in the *: 	*_NOUN [lemma]: bedroom window shade, paper window shade, roller window shade
n02097130	giant schnauzer	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n04136333	sarong	[lemma] was *_VERB: sarong was caught, sarong was wrapped	[lemma] is *_VERB: sarong is worn	*_ADJ [lemma]: Malay sarong, blue sarong, coloured sarong, flowered sarong, native sarong, new sarong, red sarong, short sarong, white sarong, yellow sarong	[lemma] in the *: 	*_NOUN [lemma]: Celebes sarong, batik sarong, check sarong, cloth sarong, cotton sarong, kain sarong, plaid sarong, print sarong, silk sarong, towel sarong
n07583066	guacamole	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Holy guacamole, chunky guacamole, delicious guacamole, fresh guacamole, good guacamole, great guacamole, green guacamole, homemade guacamole, more guacamole, spicy guacamole	[lemma] in the *: 	*_NOUN [lemma]: cup guacamole, cups guacamole, tablespoons guacamole
n02454379	armadillo	[lemma] was *_VERB: 	[lemma] is *_VERB: armadillo is covered	*_ADJ [lemma]: banded armadillo, extinct armadillo, giant armadillo, gigantic armadillo, great armadillo, hairy armadillo, headed armadillo, large armadillo, little armadillo, small armadillo	[lemma] in the *: 	*_NOUN [lemma]: Nileus armadillo, Spaniards armadillo, Texas armadillo, baby armadillo, gene armadillo, name armadillo, word armadillo
n03376595	folding chair	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: comfortable folding chair, empty folding chair, hard folding chair, light folding chair, little folding chair, own folding chair, rickety folding chair, single folding chair, small folding chair, wooden folding chair	[lemma] in the *: folding chair in the back, folding chair in the front, folding chair in the shade	*_NOUN [lemma]: aluminum folding chair, canvas folding chair, iron folding chair, metal folding chair, sidewalk folding chair, steel folding chair
n02879718	bow	[lemma] was *_VERB: bow was bent, bow was broken, bow was designed, bow was drawn, bow was held, bow was strung	[lemma] is *_VERB: bow is applied, bow is bent, bow is broken, bow is carried, bow is drawn, bow is formed, bow is held	*_ADJ [lemma]: larboard bow, large bow, little bow, long bow, low bow, polite bow, port bow, profound bow, slight bow, starboard bow	[lemma] in the *: bow in the cloud, bow in the clouds, bow in the direction, bow in the heavens, bow in the house, bow in the left, bow in the sky	*_NOUN [lemma]: cross bow, lee bow, men bow, nations bow, people bow, ribbon bow, saddle bow, silver bow, violin bow, weather bow
n01990800	isopod	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: aquatic isopod, boring isopod, freshwater isopod, large isopod, little isopod, marine isopod, parasitic isopod, small isopod, terrestrial isopod, water isopod	[lemma] in the *: 	*_NOUN [lemma]: Socorro isopod, beach isopod, cave isopod, desert isopod, land isopod, water isopod
n02074367	dugong	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Australian dugong, Dugong dugong, Halicore dugong, dead dugong, female dugong, first dugong, gigantic dugong, large dugong, male dugong, young dugong	[lemma] in the *: 	*_NOUN [lemma]: Sea dugong, baby dugong, charm dugong, mother dugong
n02074367	Dugong dugon	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Dugong Dugong dugon, dugong Dugong dugon	[lemma] in the *: 	*_NOUN [lemma]: 
n04251144	snorkel	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: best snorkel, cleaner snorkel, day snorkel, first snorkel, good snorkel, hour snorkel, long snorkel, new snorkel, own snorkel, underwater snorkel	[lemma] in the *: snorkel in the clear	*_NOUN [lemma]: afternoon snorkel, air snorkel, intake snorkel, morning snorkel, people snorkel, rent snorkel, rents snorkel, rubber snorkel
n02108551	Tibetan mastiff	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n03763968	military uniform	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: American military uniform, British military uniform, English military uniform, blue military uniform, full military uniform, gorgeous military uniform, modern military uniform, rich military uniform, splendid military uniform, undress military uniform	[lemma] in the *: 	*_NOUN [lemma]: States military uniform, U.S. military uniform, dress military uniform, khaki military uniform
n04277352	spindle	[lemma] was *_VERB: spindle was attached, spindle was broken, spindle was fitted, spindle was fixed, spindle was formed, spindle was performing, spindle was rotated	[lemma] is *_VERB: spindle is carried, spindle is driven, spindle is fitted, spindle is fixed, spindle is formed, spindle is mounted, spindle is provided, spindle is rotated, spindle is turned	*_ADJ [lemma]: central spindle, hollow spindle, horizontal spindle, main spindle, mitotic spindle, nuclear spindle, polar spindle, same spindle, small spindle, vertical spindle	[lemma] in the *: spindle in the egg, spindle in the first, spindle in the headstock, spindle in the usual	*_NOUN [lemma]: drill spindle, iron spindle, lathe spindle, machine spindle, maturation spindle, muscle spindle, steel spindle, valve spindle, wheel spindle, work spindle
n02096177	cairn	[lemma] was *_VERB: cairn was constructed, cairn was discovered, cairn was erected, cairn was examined, cairn was heaped, cairn was opened, cairn was raised, cairn was removed	[lemma] is *_VERB: cairn is built, cairn is composed, cairn is erected, cairn is located, cairn is piled, cairn is situated, cairn is surrounded	*_ADJ [lemma]: chambered cairn, great cairn, huge cairn, immense cairn, large cairn, little cairn, long cairn, round cairn, sepulchral cairn, small cairn	[lemma] in the *: cairn in the parish	*_NOUN [lemma]: Glen cairn, Pit cairn, boundary cairn, burial cairn, memorial cairn, ring cairn, rock cairn, snow cairn, stone cairn, summit cairn
n02096177	cairn terrier	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n03843555	oil filter	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Change oil filter, centrifugal oil filter, engine oil filter, external oil filter, good oil filter, hydraulic oil filter, main oil filter, new oil filter, pass oil filter, type oil filter	[lemma] in the *: 	*_NOUN [lemma]: Cuno oil filter, Fuel oil filter, automobile oil filter, engine oil filter, flow oil filter, fuel oil filter, lube oil filter, lubricating oil filter, transmission oil filter, type oil filter
n04355933	sunglass	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n04485082	tripod	[lemma] was *_VERB: tripod was blowing, tripod was dedicated, tripod was erected, tripod was positioned, tripod was raised	[lemma] is *_VERB: tripod is erected, tripod is formed, tripod is going, tripod is provided, tripod is raised, tripod is set	*_ADJ [lemma]: Delphic tripod, bronze tripod, cylindrical tripod, golden tripod, heavy tripod, large tripod, light tripod, sacred tripod, small tripod, wooden tripod	[lemma] in the *: tripod in the back, tripod in the midst, tripod in the temple	*_NOUN [lemma]: brass tripod, camera tripod, compass tripod, extension tripod, glass tripod, iron tripod, leg tripod, mahogany tripod, silver tripod, steel tripod
n04273569	speedboat	[lemma] was *_VERB: speedboat was moored, speedboat was tied, speedboat was waiting	[lemma] is *_VERB: 	*_ADJ [lemma]: big speedboat, fast speedboat, foot speedboat, little speedboat, new speedboat, own speedboat, powered speedboat, powerful speedboat, small speedboat, white speedboat	[lemma] in the *: 	*_NOUN [lemma]: Craft speedboat, Riva speedboat, Wood speedboat, cigarette speedboat, family speedboat, foot speedboat, mahogany speedboat
n04332243	strainer	[lemma] was *_VERB: 	[lemma] is *_VERB: strainer is composed, strainer is fitted, strainer is located, strainer is provided, strainer is put, strainer is removed	*_ADJ [lemma]: coarse strainer, cylindrical strainer, efficient strainer, fine strainer, large strainer, mesh strainer, metal strainer, perforated strainer, small strainer, wretched strainer	[lemma] in the *: strainer in the bottom, strainer in the oil, strainer in the sink, strainer in the suction, strainer in the water	*_NOUN [lemma]: cloth strainer, fuel strainer, gauze strainer, hair strainer, linen strainer, muslin strainer, oil strainer, suction strainer, tea strainer, wire strainer
n01740131	night snake	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: spotted night snake	[lemma] in the *: 	*_NOUN [lemma]: 
n01740131	Hypsiglena torquata	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02107142	Doberman	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: big Doberman, black Doberman, first Doberman, huge Doberman, large Doberman, male Doberman, old Doberman, red Doberman, trained Doberman, vicious Doberman	[lemma] in the *: 	*_NOUN [lemma]: 1600 Doberman, Louis Doberman, killer Doberman, part Doberman
n02107142	Doberman pinscher	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: black Doberman pinscher, large Doberman pinscher, old Doberman pinscher, red Doberman pinscher	[lemma] in the *: 	*_NOUN [lemma]: 
n03127747	crash helmet	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: black crash helmet, blue crash helmet, plastic crash helmet, red crash helmet, spare crash helmet, white crash helmet, yellow crash helmet	[lemma] in the *: 	*_NOUN [lemma]: motorcycle crash helmet
n02088632	bluetick	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: old bluetick	[lemma] in the *: 	*_NOUN [lemma]: 
n02106166	Border collie	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: old Border collie, white Border collie	[lemma] in the *: 	*_NOUN [lemma]: part Border collie
n02094258	Norwich terrier	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02110806	basenji	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: African basenji	[lemma] in the *: 	*_NOUN [lemma]: 
n07760859	custard apple	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: true custard apple, wild custard apple	[lemma] in the *: 	*_NOUN [lemma]: 
n02097047	miniature schnauzer	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: old miniature schnauzer	[lemma] in the *: 	*_NOUN [lemma]: 
n03710637	maillot	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: black maillot, blue maillot, green maillot, piece maillot, red maillot, white maillot, yellow maillot	[lemma] in the *: 	*_NOUN [lemma]: son maillot
n01685808	whiptail	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Western whiptail, checkered whiptail, female whiptail, parthenogenetic whiptail, striped whiptail, throated whiptail, unisexual whiptail, western whiptail	[lemma] in the *: 	*_NOUN [lemma]: 
n01685808	whiptail lizard	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: parthenogenetic whiptail lizard, western whiptail lizard	[lemma] in the *: 	*_NOUN [lemma]: 
n02980441	castle	[lemma] was *_VERB: castle was besieged, castle was demolished, castle was destroyed, castle was erected, castle was founded, castle was garrisoned, castle was situated, castle was surrendered, castle was taken	[lemma] is *_VERB: castle is built, castle is seated, castle is situated, castle is supposed, castle is surrounded, castle is taken	*_ADJ [lemma]: ancient castle, enchanted castle, feudal castle, great castle, old castle, own castle, royal castle, ruined castle, small castle, strong castle	[lemma] in the *: castle in the country, castle in the county, castle in the distance, castle in the midst, castle in the neighbourhood, castle in the night, castle in the north, castle in the year	*_NOUN [lemma]: Berkeley castle, Dover castle, Dublin castle, Edinburgh castle, Ludlow castle, Norman castle, Pontefract castle, Warwick castle, Windsor castle, stone castle
n02981792	catamaran	[lemma] was *_VERB: catamaran was overset	[lemma] is *_VERB: 	*_ADJ [lemma]: first catamaran, foot catamaran, large catamaran, little catamaran, modern catamaran, new catamaran, old catamaran, respectable catamaran, small catamaran, speed catamaran	[lemma] in the *: 	*_NOUN [lemma]: Tornado catamaran, cruising catamaran, foot catamaran, luxury catamaran, passenger catamaran, power catamaran, racing catamaran, sailing catamaran, speed catamaran, steel catamaran
n03133878	Crock Pot	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n04040759	radiator	[lemma] was *_VERB: radiator was boiling, radiator was covered, radiator was leaking, radiator was mounted, radiator was steaming, radiator was turned	[lemma] is *_VERB: radiator is connected, radiator is exposed, radiator is located, radiator is mounted, radiator is provided	*_ADJ [lemma]: bad radiator, better radiator, direct radiator, electric radiator, full radiator, good radiator, hot radiator, isotropic radiator, perfect radiator, vertical radiator	[lemma] in the *: radiator in the bathroom, radiator in the front, radiator in the hall, radiator in the hallway, radiator in the living, radiator in the room, radiator in the system	*_NOUN [lemma]: automobile radiator, body radiator, car radiator, heat radiator, iron radiator, oil radiator, steam radiator, tube radiator, type radiator, water radiator
n03933933	pier	[lemma] was *_VERB: pier was begun, pier was completed, pier was constructed, pier was crowded, pier was destroyed, pier was erected, pier was finished, pier was laid	[lemma] is *_VERB: pier is built, pier is composed, pier is constructed, pier is erected, pier is formed, pier is founded	*_ADJ [lemma]: central pier, large pier, little pier, long pier, new pier, north pier, small pier, south pier, west pier, wooden pier	[lemma] in the *: pier in the North, pier in the direction, pier in the harbor, pier in the nave, pier in the open, pier in the river	*_NOUN [lemma]: brick pier, bridge pier, center pier, chain pier, compound pier, iron pier, landing pier, masonry pier, pivot pier, stone pier
n03476684	hair slide	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n04069434	reflex camera	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: modern reflex camera, single reflex camera	[lemma] in the *: 	*_NOUN [lemma]: 35mm reflex camera, lens reflex camera, mirror reflex camera, mm reflex camera, plate reflex camera, singlelens reflex camera, twinlens reflex camera
n03871628	packet	[lemma] was *_VERB: packet was addressed, packet was delivered, packet was handed, packet was opened, packet was put, packet was received, packet was sent, packet was taken	[lemma] is *_VERB: packet is addressed, packet is arrived, packet is closed, packet is delivered, packet is opened, packet is received, packet is sent, packet is transmitted	*_ADJ [lemma]: British packet, English packet, first packet, large packet, last packet, little packet, next packet, same packet, sealed packet, small packet	[lemma] in the *: packet in the bosom, packet in the evening, packet in the hands, packet in the left, packet in the morning, packet in the mouth, packet in the presence, packet in the service	*_NOUN [lemma]: Liverpool packet, canal packet, data packet, film packet, mail packet, paper packet, pay packet, sailing packet, steam packet, wave packet
n03958227	plastic bag	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: black plastic bag, clear plastic bag, heavy plastic bag, large plastic bag, little plastic bag, resealable plastic bag, sealed plastic bag, small plastic bag, transparent plastic bag, white plastic bag	[lemma] in the *: plastic bag in the back, plastic bag in the bottom, plastic bag in the closet, plastic bag in the crisper, plastic bag in the freezer, plastic bag in the fridge, plastic bag in the refrigerator, plastic bag in the trash, plastic bag in the vegetable	*_NOUN [lemma]: closure plastic bag, duty plastic bag, gallon plastic bag, gauge plastic bag, lock plastic bag, polyethylene plastic bag, seal plastic bag, size plastic bag, supermarket plastic bag, weight plastic bag
n02108000	EntleBucher	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02109047	Great Dane	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: black Great Dane, colored Great Dane, enormous Great Dane, gigantic Great Dane, huge Great Dane, large Great Dane, magnificent Great Dane, male Great Dane, old Great Dane, pound Great Dane	[lemma] in the *: 	*_NOUN [lemma]: Harlequin Great Dane, Schnauzer Great Dane, harlequin Great Dane, part Great Dane
n04118776	rule	[lemma] was *_VERB: rule was adopted, rule was applied, rule was established, rule was followed, rule was granted, rule was introduced, rule was laid, rule was observed, rule was obtained	[lemma] is *_VERB: rule is applied, rule is based, rule is followed, rule is founded, rule is given, rule is laid, rule is observed, rule is stated	*_ADJ [lemma]: British rule, English rule, first rule, general rule, golden rule, good rule, new rule, old rule, only rule, same rule	[lemma] in the *: rule in the Church, rule in the East, rule in the South, rule in the case, rule in the church, rule in the country, rule in the law, rule in the name	*_NOUN [lemma]: decision rule, evidence rule, home rule, iron rule, law rule, majority rule, mob rule, phase rule, selection rule, slide rule
n04118776	ruler	[lemma] was *_VERB: ruler was appointed, ruler was bound, ruler was called, ruler was considered, ruler was elected, ruler was forced, ruler was regarded, ruler was supposed	[lemma] is *_VERB: ruler is bound, ruler is held, ruler is known, ruler is regarded, ruler is supposed	*_ADJ [lemma]: absolute ruler, chief ruler, civil ruler, great ruler, new ruler, present ruler, real ruler, sole ruler, supreme ruler, young ruler	[lemma] in the *: ruler in the Church, ruler in the East, ruler in the Gospel, ruler in the church, ruler in the city, ruler in the house, ruler in the kingdom, ruler in the land, ruler in the person	*_NOUN [lemma]: Almighty ruler, Norman ruler, O ruler, Supreme ruler, home ruler, model ruler, puppet ruler, time ruler, woman ruler, world ruler
n04371774	swing	[lemma] was *_VERB: swing was caused, swing was given, swing was going, swing was hung, swing was put, swing was suspended, swing was taken	[lemma] is *_VERB: swing is completed, swing is given, swing is increased, swing is limited, swing is reached, swing is required, swing is started	*_ADJ [lemma]: backward swing, downward swing, easy swing, first swing, forward swing, free swing, full swing, long swing, rhythmic swing, upward swing	[lemma] in the *: swing in the breeze, swing in the direction, swing in the garden, swing in the hammock, swing in the opposite, swing in the pendulum, swing in the wind	*_NOUN [lemma]: arm swing, arms swing, door swing, doors swing, golf swing, grid swing, pendulum swing, porch swing, return swing, voltage swing
n01440764	tench	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: common tench, few tench, fine tench, golden tench, good tench, large tench, many tench, slimy tench, small tench, young tench	[lemma] in the *: 	*_NOUN [lemma]: F tench
n01440764	Tinca tinca	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: tench Tinca tinca	[lemma] in the *: 	*_NOUN [lemma]: 
n03961711	plate rack	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: wooden plate rack	[lemma] in the *: 	*_NOUN [lemma]: 
n03100240	convertible	[lemma] was *_VERB: convertible was added, convertible was gone, convertible was issued, convertible was offered, convertible was parked, convertible was waiting	[lemma] is *_VERB: convertible is determined, convertible is issued, convertible is parked, convertible is selling, convertible is trading	*_ADJ [lemma]: Buick convertible, cumulative convertible, new convertible, open convertible, other convertible, red convertible, such convertible, white convertible, year convertible, yellow convertible	[lemma] in the *: convertible in the body, convertible in the driveway, convertible in the future, convertible in the garage, convertible in the international, convertible in the market, convertible in the near, convertible in the parking, convertible in the sense	*_NOUN [lemma]: Cadillac convertible, Ford convertible, bonds convertible, cent convertible, currency convertible, notes convertible, paper convertible, securities convertible, terms convertible, times convertible
n04153751	screw	[lemma] was *_VERB: screw was applied, screw was employed, screw was fixed, screw was put, screw was released, screw was tightened, screw was turned	[lemma] is *_VERB: screw is attached, screw is cut, screw is fixed, screw is inserted, screw is provided, screw is tightened, screw is turned	*_ADJ [lemma]: automatic screw, binding screw, endless screw, female screw, handed screw, lead screw, single screw, small screw, tangent screw, threaded screw	[lemma] in the *: screw in the direction, screw in the end, screw in the handle, screw in the nut, screw in the top	*_NOUN [lemma]: adjusting screw, adjustment screw, clamp screw, feed screw, iron screw, machine screw, micrometer screw, set screw, thumb screw, wood screw
n02906734	broom	[lemma] was *_VERB: broom was broken, broom was needed, broom was piled, broom was put, broom was standing, broom was sweeping	[lemma] is *_VERB: broom is blowing, broom is considered, broom is held, broom is left, broom is sweeping	*_ADJ [lemma]: Scotch broom, Spanish broom, common broom, golden broom, little broom, long broom, new broom, old broom, small broom, yellow broom	[lemma] in the *: broom in the chimney, broom in the closet, broom in the hall, broom in the hands, broom in the house, broom in the streets	*_NOUN [lemma]: birch broom, bonny broom, corn broom, feather broom, hair broom, hearth broom, iron broom, push broom, twig broom, whisk broom
n02951358	canoe	[lemma] was *_VERB: canoe was carried, canoe was drawn, canoe was launched, canoe was overset, canoe was sent, canoe was upset	[lemma] is *_VERB: canoe is built, canoe is carried, canoe is launched, canoe is paddled	*_ADJ [lemma]: Indian canoe, big canoe, double canoe, large canoe, light canoe, little canoe, old canoe, other canoe, own canoe, small canoe	[lemma] in the *: canoe in the creek, canoe in the direction, canoe in the distance, canoe in the lake, canoe in the morning, canoe in the most, canoe in the river, canoe in the water	*_NOUN [lemma]: bark canoe, birch canoe, canvas canoe, dugout canoe, log canoe, outrigger canoe, sailing canoe, skin canoe, stone canoe, war canoe
n07715103	cauliflower	[lemma] was *_VERB: cauliflower was cooked	[lemma] is *_VERB: cauliflower is cooked, cauliflower is cooking, cauliflower is done, cauliflower is grown	*_ADJ [lemma]: boiled cauliflower, cooked cauliflower, early cauliflower, fine cauliflower, huge cauliflower, large cauliflower, late cauliflower, raw cauliflower, small cauliflower, white cauliflower	[lemma] in the *: 	*_NOUN [lemma]: Cook cauliflower, Place cauliflower, cabbage cauliflower, cup cauliflower, cups cauliflower, head cauliflower, medium cauliflower, prize cauliflower, summer cauliflower, winter cauliflower
n02102040	English springer	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02102040	English springer spaniel	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n03445924	golfcart	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n03445924	golf cart	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: electric golf cart, green golf cart, little golf cart, modified golf cart, motorized golf cart, new golf cart, old golf cart, own golf cart, powered golf cart, white golf cart	[lemma] in the *: 	*_NOUN [lemma]: 
n02104365	schipperke	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n03976657	pole	[lemma] was *_VERB: pole was applied, pole was cut, pole was erected, pole was fixed, pole was planted, pole was raised	[lemma] is *_VERB: pole is applied, pole is attached, pole is connected, pole is elevated, pole is fixed, pole is turned	*_ADJ [lemma]: long pole, lower pole, magnetic pole, negative pole, north pole, opposite pole, other pole, positive pole, posterior pole, south pole	[lemma] in the *: pole in the Strand, pole in the direction, pole in the ground, pole in the market, pole in the opposite	*_NOUN [lemma]: N pole, S pole, flag pole, liberty pole, magnet pole, ridge pole, telegraph pole, telephone pole, totem pole, unit pole
n04589890	window screen	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: clean window screen, common window screen, fiberglass window screen, fine window screen, mesh window screen, metal window screen, old window screen, ordinary window screen, plastic window screen, torn window screen	[lemma] in the *: 	*_NOUN [lemma]: aluminum window screen, bedroom window screen, copper window screen, kitchen window screen, mesh window screen, nylon window screen, wire window screen
n03944341	pinwheel	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: fiery pinwheel, giant pinwheel, gigantic pinwheel, huge pinwheel, human pinwheel, large pinwheel, little pinwheel, small pinwheel, spinning pinwheel, white pinwheel	[lemma] in the *: 	*_NOUN [lemma]: July pinwheel, fireworks pinwheel, paper pinwheel, toy pinwheel
n03063689	coffeepot	[lemma] was *_VERB: coffeepot was boiling, coffeepot was gone, coffeepot was perking	[lemma] is *_VERB: 	*_ADJ [lemma]: battered coffeepot, big coffeepot, electric coffeepot, empty coffeepot, fashioned coffeepot, large coffeepot, little coffeepot, new coffeepot, old coffeepot, small coffeepot	[lemma] in the *: coffeepot in the kitchen	*_NOUN [lemma]: aluminum coffeepot, brass coffeepot, china coffeepot, copper coffeepot, drip coffeepot, earthenware coffeepot, enamel coffeepot, glass coffeepot, silver coffeepot, tin coffeepot
n04228054	ski	[lemma] was *_VERB: ski was broken	[lemma] is *_VERB: ski is advanced, ski is brought, ski is edged, ski is lifted, ski is pushed, ski is stemmed, ski is weighted	*_ADJ [lemma]: country ski, downhill ski, first ski, inside ski, left ski, new ski, other ski, outside ski, right ski, uphill ski	[lemma] in the *: ski in the Alps, ski in the afternoon, ski in the direction, ski in the morning, ski in the mountains, ski in the snow, ski in the summer, ski in the winter	*_NOUN [lemma]: Colorado ski, La ski, Mountain ski, country ski, crosscountry ski, jet ski, slalom ski, snow ski, water ski, winter ski
n04562935	water tower	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: concrete water tower, cylindrical water tower, foot water tower, high water tower, huge water tower, large water tower, new water tower, old water tower, tall water tower, wooden water tower	[lemma] in the *: water tower in the background, water tower in the distance	*_NOUN [lemma]: brick water tower, city water tower, gallon water tower, railroad water tower, steel water tower, stone water tower, town water tower, village water tower
n01644373	tree frog	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: American tree frog, Cuban tree frog, European tree frog, common tree frog, eyed tree frog, gray tree frog, green tree frog, little tree frog, small tree frog, swamp tree frog	[lemma] in the *: 	*_NOUN [lemma]: Anderson tree frog, Arizona tree frog, Barking tree frog, Barrens tree frog, California tree frog, Gray tree frog, Pacific tree frog, barking tree frog, barrens tree frog, canyon tree frog
n01644373	tree-frog	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n04392985	tape player	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Cassette tape player, audio tape player, little tape player, personal tape player, portable tape player, reel tape player, small tape player, stereo tape player, track tape player, video tape player	[lemma] in the *: tape player in the car	*_NOUN [lemma]: Walkman tape player, car tape player, cartridge tape player, cassette tape player, stereo tape player, track tape player, video tape player
n04456115	torch	[lemma] was *_VERB: torch was applied, torch was burning, torch was carried, torch was extinguished, torch was held, torch was lighted, torch was lit, torch was passed, torch was put	[lemma] is *_VERB: torch is applied, torch is burning, torch is extinguished, torch is held, torch is kindled, torch is lighted, torch is lit, torch is moved, torch is passed	*_ADJ [lemma]: blazing torch, burning torch, electric torch, extinguished torch, flaming torch, inverted torch, lighted torch, nuptial torch, oxyacetylene torch, welding torch	[lemma] in the *: torch in the bark, torch in the darkness, torch in the hand, torch in the hands, torch in the left, torch in the night, torch in the right, torch in the water	*_NOUN [lemma]: acetylene torch, blow torch, cutting torch, gas torch, gasoline torch, hand torch, pine torch, plasma torch, pocket torch, propane torch
